,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
238,Ben Braunecker,TE,CHI,9,14,3,0,0,bye,0,1,1,13,50,53,0,0,0,0,0,144,13.1
239,Dwayne Washington,RB,NO,0,0,0,0,0,0,1,6,bye,0,0,0,0,0,6,0,5,18,1.1
240,Trevor Davis,WR,Multi,17,4,0,37,54,0,50,25,1,0,0,17,1,0,0,0,0,206,14.7
241,Geronimo Allison,WR,GB,30,31,26,63,62,32,32,42,32,40,bye,54,41,34,32,33,54,638,39.9
242,Danny Vitale,RB,GB,11,7,18,19,12,10,17,14,4,12,bye,9,12,12,5,8,0,170,11.3
243,Mike Thomas,WR,LAR,0,0,0,0,0,0,0,4,bye,3,20,0,7,0,0,0,0,34,2.1
244,Peyton Barber,RB,TB,25,40,26,19,20,19,bye,28,9,22,12,15,28,30,21,8,16,338,21.1
245,J.P. Holtz,TE,Multi,0,0,13,16,9,0,7,29,17,19,18,30,28,37,38,27,46,334,22.3
246,Chester Rogers,WR,IND,25,28,27,54,40,bye,39,40,46,34,31,41,1,0,0,0,0,406,33.8
247,Tevin Jones,WR,Multi,0,0,0,0,0,0,0,0,0,0,35,38,22,19,31,0,0,145,29.0
248,Alex Ellis,TE,PHI,2,0,1,3,0,0,0,0,0,bye,0,0,0,0,0,0,0,6,2.0
249,Kalif Raymond,WR,TEN,0,0,0,0,0,0,0,4,21,10,bye,10,16,12,15,8,0,96,12.0
250,Marvin Hall,WR,DET,0,0,10,29,bye,10,14,14,17,11,13,9,0,0,0,0,0,127,14.1
251,Jaydon Mickens,WR,TB,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,26,26,26.0
252,Jalen Richard,RB,OAK,9,17,29,18,11,0,15,17,22,23,16,23,11,24,22,24,18,299,18.7
253,C.J. Ham,RB,MIN,22,25,25,9,19,34,39,22,22,26,9,bye,11,30,30,17,14,354,22.1
254,J.D. McKissic,RB,DET,5,4,6,27,bye,13,18,16,26,57,14,11,17,16,12,7,8,257,16.1
255,Joshua Perkins,TE,PHI,0,0,0,0,0,0,0,0,0,bye,0,0,0,29,16,28,58,131,26.2
256,Elijhaa Penny,RB,NYG,6,8,3,13,24,20,6,10,5,10,bye,3,6,4,8,0,1,127,7.9
257,Duke Williams,WR,BUF,0,0,0,0,50,bye,29,39,0,0,0,0,0,0,0,0,57,175,43.8
258,Troymaine Pope,RB,LAC,0,0,0,28,0,0,0,0,0,0,1,bye,0,0,0,0,0,29,2.1
259,Dalvin Cook,RB,MIN,36,47,37,47,43,44,51,51,57,56,50,bye,24,33,28,0,0,604,43.1
260,Mike Williams,WR,LAC,41,40,69,0,62,56,60,43,65,71,73,bye,55,43,52,53,56,839,55.9
261,Leonard Fournette,RB,JAC,50,62,54,68,76,55,72,58,55,bye,44,81,62,51,55,58,0,901,60.1
262,O.J. Howard,TE,TB,55,55,56,65,46,60,bye,0,0,82,16,50,61,68,66,61,38,779,55.6
263,Mitchell Trubisky,QB,CHI,71,60,63,6,0,bye,64,80,44,56,69,73,64,70,84,63,75,942,62.8
264,Corey Davis,WR,TEN,43,49,58,54,50,57,46,37,56,0,bye,39,40,46,52,44,42,713,47.5
265,John Ross,WR,CIN,61,59,60,44,0,0,0,0,bye,0,0,0,0,36,25,71,47,403,50.4
266,Christian McCaffrey,RB,CAR,66,75,56,67,54,64,bye,53,61,72,69,74,72,70,72,63,51,1039,64.9
267,Deshaun Watson,QB,HOU,64,64,59,67,70,89,63,79,68,bye,56,58,55,76,63,66,0,997,66.5
268,David Njoku,TE,CLE,65,10,0,0,0,0,bye,0,0,0,0,0,0,20,0,0,4,99,24.8
269,Chris Godwin,WR,TB,63,57,73,70,55,77,bye,80,73,77,67,56,68,74,46,0,0,936,66.9
270,Evan Engram,TE,NYG,52,53,54,56,57,0,58,65,49,0,bye,0,0,0,0,0,0,444,55.5
271,Patrick Mahomes,QB,KC,59,75,68,68,61,55,20,0,0,82,67,bye,64,77,68,65,51,880,62.9
272,Joe Mixon,RB,CIN,28,38,35,42,41,29,38,42,bye,55,37,39,52,43,44,39,51,653,40.8
273,Alvin Kamara,RB,NO,50,40,49,55,47,39,0,0,bye,52,42,43,40,55,42,44,28,626,44.7
274,Wayne Gallman,RB,NYG,14,8,39,46,6,0,10,13,13,12,bye,2,0,0,0,0,0,163,16.3
275,Samaje Perine,RB,Multi,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,1.6
276,Jamaal Williams,RB,GB,24,32,33,1,0,39,23,32,22,32,bye,38,27,25,24,21,0,373,26.6
277,Kareem Hunt,RB,CLE,0,0,0,0,0,0,bye,0,0,38,38,42,44,34,43,34,36,309,38.6
278,Taywan Taylor,WR,CLE,0,17,2,9,0,0,bye,0,0,0,0,0,0,0,0,0,0,28,9.3
279,JuJu Smith-Schuster,WR,PIT,60,46,53,43,53,50,bye,55,46,55,22,0,0,0,0,53,37,573,47.8
280,Zay Jones,WR,Multi,29,42,39,58,1,0,0,22,64,39,48,52,41,52,50,33,60,630,42.0
281,Isaiah Ford,WR,MIA,0,0,0,15,bye,9,4,0,0,0,0,0,19,55,31,38,53,224,28.0
282,Cooper Kupp,WR,LAR,68,63,63,84,46,44,47,58,bye,69,53,51,57,19,68,43,50,883,55.2
283,Curtis Samuel,WR,CAR,61,73,47,60,57,53,bye,60,53,60,71,62,68,65,66,53,46,955,59.7
284,Dede Westbrook,WR,JAC,48,55,43,51,58,45,53,30,0,bye,53,73,54,44,53,43,42,745,49.7
285,Josh Reynolds,WR,LAR,25,3,16,15,27,3,18,53,bye,71,51,30,29,45,27,29,38,480,30.0
286,Marlon Mack,RB,IND,48,49,41,27,54,bye,51,39,39,32,21,0,0,26,25,31,27,510,36.4
287,Jeremy McNichols,RB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0
288,Corey Clement,RB,PHI,3,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,3,0.8
289,James Conner,RB,PIT,31,31,36,38,46,29,bye,61,0,0,13,0,0,0,34,9,0,328,32.8
290,Brian Hill,RB,ATL,0,0,0,0,0,0,17,11,bye,38,39,50,24,14,10,14,18,235,19.6
291,Tarik Cohen,RB,CHI,51,22,32,28,29,bye,35,16,16,29,45,39,36,33,55,34,33,533,33.3
292,Adam Shaheen,TE,CHI,33,20,22,32,12,bye,21,16,18,0,0,0,0,0,0,0,0,174,21.8
293,Gerald Everett,TE,LAR,30,48,56,50,57,28,55,29,bye,52,14,17,0,0,0,4,0,440,33.8
294,Jonnu Smith,TE,TEN,37,29,40,42,35,28,51,43,52,39,bye,50,51,48,55,51,50,701,43.8
295,Jeremy Sprinkle,TE,WAS,14,20,38,21,25,54,35,32,37,bye,48,49,49,47,43,46,42,600,37.5
296,Cooper Rush,QB,DAL,3,0,0,0,0,0,0,bye,0,0,0,0,0,0,2,0,0,5,2.5
297,T.J. Logan,RB,TB,1,0,1,1,1,0,bye,0,2,4,1,7,5,0,0,0,0,23,1.9
298,Austin Ekeler,RB,LAC,47,48,48,48,46,28,37,24,24,34,46,bye,32,29,30,33,45,599,37.4
299,Kenny Golladay,WR,DET,82,55,49,68,bye,43,61,51,57,77,57,68,71,67,60,48,23,937,58.6
300,Mack Hollins,WR,Multi,10,69,73,40,30,38,30,43,41,0,12,3,6,10,0,5,1,411,25.7
301,Krishawn Hogan,WR,NO,0,0,0,0,0,0,0,10,bye,10,12,14,10,5,15,7,0,83,10.4
302,George Kittle,TE,SF,60,47,79,bye,72,64,61,54,49,0,0,38,55,59,61,55,47,801,57.2
303,Antony Auclair,TE,TB,13,24,20,23,8,8,bye,33,43,0,0,0,0,0,0,0,0,172,21.5
304,Robert Tonyan,TE,GB,19,21,15,19,7,0,0,0,0,0,bye,26,19,19,9,23,16,193,17.5
305,Jacob Hollister,TE,SEA,0,0,0,0,0,29,37,21,59,57,bye,42,61,52,46,43,67,514,46.7
306,Cody Hollister,WR,TEN,0,0,0,0,0,0,0,0,0,0,bye,0,2,1,0,3,0,6,1.2
307,Austin Carr,WR,NO,0,0,25,43,17,21,42,40,bye,0,0,0,0,0,0,0,0,188,31.3
308,Josh Malone,WR,NYJ,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,5,16,21,10.5
309,Mason Schreck,TE,CIN,0,0,0,0,0,0,0,0,bye,0,0,0,3,0,1,0,0,4,2.0
310,Cethan Carter,TE,CIN,0,0,0,1,0,0,0,0,bye,4,10,0,0,8,32,19,22,96,6.4
311,Tim Patrick,WR,DEN,8,0,0,0,0,0,0,0,0,bye,57,32,31,37,40,47,35,287,35.9
312,Mo Alie-Cox,TE,IND,13,24,25,10,37,bye,29,18,21,22,22,21,15,16,14,35,32,354,22.1
313,Darrell Daniels,TE,ARI,0,0,0,0,0,7,7,4,0,1,1,bye,2,2,0,23,0,47,4.3
314,Isaiah McKenzie,WR,BUF,4,16,19,1,8,bye,21,0,42,37,55,55,30,53,30,31,49,451,30.1
315,Gehrig Dieter,WR,KC,0,0,0,0,0,0,0,0,0,0,3,bye,3,0,0,0,0,6,3.0
316,Ryan Switzer,WR,PIT,46,13,0,0,2,6,bye,2,8,4,0,0,0,0,0,0,0,81,9.0
317,Blake Jarwin,TE,DAL,27,24,35,17,22,35,33,bye,26,23,23,29,25,22,38,19,36,434,27.1
318,Jamal Agnew,WR,DET,0,0,0,0,bye,2,0,0,0,0,0,0,0,0,0,4,10,16,1.2
319,Aaron Jones,RB,GB,37,42,21,66,48,36,33,42,30,32,bye,41,38,35,35,52,75,663,41.4
320,Eric Saubert,TE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,47,23.5
321,Alex Armah,RB,CAR,12,7,18,9,5,11,bye,1,19,11,8,13,4,5,4,4,3,134,8.4
322,Nick Mullens,QB,SF,0,0,0,bye,0,0,0,7,0,0,0,0,0,0,0,0,0,7,7.0
323,Ricky Seals-Jones,TE,CLE,0,3,6,20,14,46,bye,29,22,0,11,18,14,12,19,19,11,244,17.4
324,Johnny Mundt,TE,LAR,0,0,2,0,2,0,16,1,bye,5,37,0,23,49,11,31,34,211,16.2
325,Chris Carson,RB,SEA,39,43,37,47,62,64,63,41,63,70,bye,31,39,55,51,18,0,723,48.2
326,David Moore,WR,SEA,0,0,20,25,16,18,29,29,40,20,bye,17,10,14,10,10,54,312,22.3
327,Anthony Firkser,TE,TEN,9,3,3,0,1,5,15,33,20,13,bye,16,19,12,18,13,18,198,13.2
328,C.J. Board,WR,JAC,0,0,0,0,0,0,10,0,7,bye,0,0,0,0,11,0,8,36,9.0
329,Keelan Cole,WR,JAC,12,9,5,9,10,7,19,25,54,bye,24,30,34,34,43,25,29,369,23.1
330,Evan Baylis,TE,GB,0,0,1,0,0,1,8,2,0,0,bye,0,0,0,0,0,0,12,2.4
331,Dare Ogunbowale,RB,TB,26,14,18,21,18,46,bye,27,21,22,29,13,23,23,21,27,12,361,22.6
332,Andre Patton,WR,LAC,0,0,0,24,16,0,20,37,58,61,59,bye,38,33,46,46,68,506,38.9
333,Sean Culkin,TE,LAC,1,16,43,39,0,0,0,0,0,0,0,bye,0,0,0,0,0,99,24.8
334,Pharaoh Brown,TE,CLE,0,16,16,32,18,22,bye,26,0,16,27,0,0,0,0,0,0,173,19.2
335,Zach Pascal,WR,IND,23,31,30,53,44,bye,34,59,66,68,64,59,70,63,45,50,40,799,49.9
336,Matt Breida,RB,SF,28,21,32,bye,26,27,17,18,29,24,0,0,0,12,12,0,8,254,19.5
337,Kendrick Bourne,WR,SF,16,23,22,bye,16,22,57,30,19,58,40,24,24,37,34,30,10,462,28.9
338,Tyrone Swoopes,TE,SEA,0,0,0,0,0,0,0,0,0,0,bye,18,12,10,22,0,18,80,16.0
339,Cyril Grayson,WR,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3.5
340,Taysom Hill,QB,NO,15,21,4,6,15,11,13,15,bye,7,10,7,13,28,17,25,34,241,15.1
341,Greg Ward,WR,PHI,0,0,2,0,0,0,0,0,0,bye,0,36,29,76,58,51,56,308,44.0
342,Dan Arnold,TE,Multi,0,0,0,0,0,0,19,26,0,0,0,0,0,0,11,18,30,104,20.8
343,Patrick Ricard,RB,BAL,24,24,11,8,12,30,15,bye,25,18,26,30,26,20,19,27,27,342,21.4
344,Fred Brown,WR,DEN,0,0,0,3,9,8,6,46,7,bye,8,0,1,0,7,1,4,100,7.7
345,Trey Edmunds,RB,PIT,0,0,0,0,0,0,bye,2,17,21,33,12,3,3,1,0,1,93,8.5
346,River Cracraft,WR,Multi,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0
347,Brandon Zylstra,WR,CAR,0,0,0,0,0,5,bye,8,2,0,0,0,0,2,2,17,32,68,8.5
348,Lamar Jackson,QB,BAL,53,77,82,70,79,79,58,bye,67,35,58,61,64,60,54,73,0,970,64.7
349,Mason Rudolph,QB,PIT,0,28,53,58,31,0,bye,74,62,73,72,39,0,0,0,33,0,523,52.3
350,Josh Rosen,QB,MIA,5,24,65,52,bye,48,0,0,0,3,0,0,0,0,0,0,0,197,32.8
351,Sam Darnold,QB,NYJ,71,0,0,bye,0,60,60,58,67,65,70,59,72,71,60,61,67,841,64.7
352,Baker Mayfield,QB,CLE,71,64,68,67,43,68,bye,62,75,69,69,74,64,53,70,60,54,1031,64.4
353,Saquon Barkley,RB,NYG,54,60,23,0,0,0,60,61,58,57,bye,58,63,49,53,69,64,729,56.1
354,Derrius Guice,RB,WAS,23,0,0,0,0,0,0,0,0,bye,20,24,19,9,0,0,0,95,19.0
355,Ronald Jones,RB,TB,22,7,23,36,19,13,bye,21,42,38,20,32,21,27,34,37,23,415,25.9
356,Royce Freeman,RB,DEN,29,43,36,34,32,37,42,37,24,bye,23,27,31,27,32,28,24,506,31.6
357,Nick Chubb,RB,CLE,50,41,67,42,38,59,bye,40,45,56,51,43,39,38,35,39,31,714,44.6
358,Kerryon Johnson,RB,DET,48,33,47,53,bye,39,11,0,0,0,0,0,0,0,0,16,27,274,34.3
359,Josh Adams,RB,NYJ,0,0,0,bye,0,0,0,0,0,0,7,5,0,0,0,0,0,12,4.0
360,Ito Smith,RB,ATL,38,23,3,30,34,18,3,0,bye,0,0,0,0,0,0,0,0,149,21.3
361,Kalen Ballage,RB,MIA,20,21,23,8,bye,4,5,9,21,53,53,24,11,0,0,0,0,252,21.0
362,Myles Gaskin,RB,MIA,0,0,0,0,bye,0,0,0,0,5,7,16,16,13,34,34,0,125,17.9
363,Courtland Sutton,WR,DEN,55,78,65,52,50,56,64,68,46,bye,70,49,55,57,54,68,46,933,58.3
364,James Washington,WR,PIT,35,33,49,44,31,0,bye,35,26,37,61,56,40,42,50,51,44,634,42.3
365,Anthony Miller,WR,CHI,15,31,32,43,43,bye,48,40,18,32,65,39,56,62,79,63,20,686,42.9
366,Marcell Ateman,WR,OAK,0,0,0,0,28,0,23,0,4,7,5,8,4,2,3,6,52,142,12.9
367,Deontay Burnett,WR,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15.0
368,Calvin Ridley,WR,ATL,57,41,45,60,60,39,36,61,bye,68,52,72,85,36,0,0,0,712,54.8
369,Michael Gallup,WR,DAL,53,46,0,0,61,79,59,bye,63,62,60,62,67,58,59,56,61,846,60.4
370,Jaleel Scott,WR,BAL,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,17,17,5.7
371,Tre'Quan Smith,WR,NO,42,38,0,0,18,0,0,0,bye,55,41,45,36,56,45,38,43,457,41.5
372,Cedrick Wilson,WR,DAL,0,6,14,0,0,50,0,bye,0,0,0,0,0,5,0,0,0,75,12.5
373,Deon Cain,WR,Multi,11,32,37,56,42,0,30,0,20,0,0,10,14,15,18,12,1,298,22.9
374,Dante Pettis,WR,SF,2,35,33,bye,47,55,59,20,22,30,2,7,0,0,0,0,0,312,28.4
375,D.J. Moore,WR,CAR,62,71,45,59,61,60,bye,63,67,72,73,61,70,70,70,6,0,910,60.7
376,Trey Quinn,WR,WAS,62,47,57,38,43,31,26,23,30,bye,38,22,7,0,0,0,0,424,35.3
377,Christian Kirk,WR,ARI,82,53,69,59,0,0,0,42,54,64,66,bye,60,56,54,65,67,791,60.8
378,Mark Andrews,TE,BAL,31,42,43,30,41,37,33,bye,23,23,24,31,28,9,23,39,0,457,30.5
379,Dallas Goedert,TE,PHI,41,0,9,43,49,45,35,55,66,bye,58,65,39,60,65,66,74,770,51.3
380,Jaylen Samuels,RB,PIT,22,21,14,26,15,0,bye,0,40,40,25,21,32,27,17,42,20,362,25.9
381,Mike Gesicki,TE,MIA,33,35,30,26,bye,44,32,37,42,39,59,57,53,50,55,58,51,701,43.8
382,Troy Fumagalli,TE,DEN,10,14,8,0,0,0,0,0,8,bye,29,10,15,16,18,11,17,156,14.2
383,Hayden Hurst,TE,BAL,43,32,22,15,32,32,26,bye,27,26,29,34,23,28,18,40,31,458,28.6
384,Antonio Callaway,WR,CLE,0,0,0,0,20,47,bye,48,36,0,0,0,0,0,0,0,0,151,37.8
385,Braxton Berrios,WR,NYJ,0,0,30,bye,0,4,10,0,0,2,6,3,8,2,5,5,10,85,5.3
386,D.J. Chark,WR,JAC,41,52,38,59,68,41,62,55,63,bye,59,82,62,58,0,54,54,848,56.5
387,Nyheim Hines,RB,IND,17,13,18,35,17,bye,9,18,20,29,24,22,31,35,9,11,31,339,21.2
388,Josh Allen,QB,BUF,66,70,76,58,64,bye,55,59,62,68,71,74,67,73,65,54,7,989,61.8
389,Bo Scarbrough,RB,DET,0,0,0,0,bye,0,0,0,0,0,31,37,34,34,0,14,17,167,27.8
390,Justin Jackson,RB,LAC,16,17,28,0,0,0,0,0,5,0,0,bye,0,12,13,0,2,93,13.3
391,Allen Lazard,WR,GB,0,1,5,14,1,17,49,45,25,30,bye,52,36,33,46,58,67,479,29.9
392,Richie James,WR,SF,26,31,28,bye,6,4,32,15,11,0,10,13,2,11,3,8,4,204,12.8
393,John Kelly,RB,LAR,0,0,0,0,0,0,3,0,bye,0,0,0,0,0,0,0,0,3,0.8
394,Auden Tate,WR,CIN,0,25,53,60,66,53,63,78,bye,73,45,49,53,29,0,0,0,647,53.9
395,Rashaad Penny,RB,SEA,14,25,0,0,11,0,2,18,11,3,bye,30,35,1,0,0,0,150,15.0
396,Sony Michel,RB,NE,23,34,17,28,38,41,31,28,15,bye,22,35,15,9,27,31,26,420,26.3
397,Dalton Schultz,TE,DAL,9,3,14,2,3,6,15,bye,1,2,11,7,2,3,16,6,17,117,7.3
398,Ian Thomas,TE,CAR,4,2,5,10,11,5,bye,15,5,4,3,2,32,61,69,32,42,302,18.9
399,Javon Wims,WR,CHI,20,18,17,66,52,bye,22,19,5,5,15,34,58,31,8,52,65,487,30.4
400,Jordan Thomas,TE,HOU,0,0,0,0,0,0,0,0,0,bye,0,7,14,7,1,0,38,67,13.4
401,Jordan Akins,TE,HOU,45,38,27,31,47,65,40,42,47,bye,36,27,31,48,38,41,53,656,41.0
402,Robert Foster,WR,BUF,14,24,18,0,0,bye,0,8,7,15,0,10,28,19,0,8,63,214,16.5
403,DaeSean Hamilton,WR,DEN,47,54,42,34,31,39,44,45,31,bye,41,32,36,44,49,41,43,653,40.8
404,Keke Coutee,WR,HOU,0,28,16,38,31,44,44,0,0,bye,43,0,0,55,0,0,39,338,37.6
405,Chase Edmonds,RB,ARI,10,23,9,13,27,20,60,30,0,0,0,bye,0,11,0,0,4,207,15.9
406,Jordan Wilkins,RB,IND,0,10,9,16,12,bye,14,6,13,7,0,1,30,9,24,22,0,173,12.4
407,Phillip Lindsay,RB,DEN,33,39,41,25,28,28,27,36,23,bye,51,27,25,31,23,41,35,513,32.1
408,Durham Smythe,TE,MIA,12,25,39,37,bye,27,37,20,25,31,9,39,36,41,23,55,26,482,30.1
409,Darrel Williams,RB,KC,0,5,37,34,13,7,18,9,10,17,29,bye,17,0,0,0,0,196,16.3
410,Noah Fant,TE,DEN,50,54,46,40,40,39,48,60,41,bye,68,36,40,29,27,41,36,695,43.4
411,Marquez Valdes-Scantling,WR,GB,41,62,47,68,68,57,20,41,33,11,bye,29,17,10,7,11,20,542,33.9
412,Chris Herndon,TE,NYJ,0,0,0,bye,0,0,0,0,0,18,0,0,0,0,0,0,0,18,18.0
413,Trenton Cannon,RB,NYJ,1,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3
414,Ryan Izzo,TE,NE,45,30,51,43,20,79,0,0,0,bye,0,0,0,0,0,0,0,268,44.7
415,Damion Ratley,WR,CLE,35,39,53,44,13,0,bye,0,0,1,1,1,1,16,21,21,11,257,19.8
416,Nick Bawden,RB,DET,21,10,19,10,bye,21,7,14,9,11,2,0,0,0,0,0,0,124,12.4
417,Tyler Conklin,TE,MIN,0,6,14,2,11,11,27,31,14,31,9,bye,11,35,30,7,35,274,18.3
418,Justin Watson,WR,TB,1,2,1,2,1,3,bye,0,0,2,0,4,11,43,42,70,48,230,14.4
419,Russell Gage,WR,ATL,13,9,9,14,16,13,11,43,bye,47,31,62,62,35,51,38,62,516,32.3
420,Boston Scott,RB,PHI,0,0,0,0,0,4,8,9,0,bye,14,3,0,38,35,20,55,186,16.9
421,Buddy Howell,RB,HOU,0,1,1,0,0,2,0,3,0,bye,4,0,0,0,0,0,25,36,2.3
422,Chris Lacy,WR,DET,3,2,0,0,bye,0,0,0,0,0,0,0,3,3,42,24,51,128,18.3
423,Darvin Kidsy,WR,WAS,0,0,0,0,0,0,0,0,0,bye,0,0,0,1,0,1,22,24,8.0
424,Gus Edwards,RB,BAL,29,16,22,21,20,33,21,bye,28,11,25,32,25,20,18,30,46,397,24.8
425,Vyncint Smith,WR,Multi,0,0,0,0,7,7,16,25,17,17,21,17,19,35,38,50,50,319,24.5
426,Byron Pringle,WR,KC,3,4,2,3,47,33,14,0,0,3,11,bye,5,1,6,4,7,143,8.9
427,Ryan Nall,RB,CHI,0,0,0,0,0,bye,0,0,0,0,3,0,0,1,0,0,4,8,1.0
428,Tim Boyle,QB,GB,0,0,0,0,0,0,6,0,0,0,bye,12,3,0,0,0,0,21,7.0
429,Mike Boone,RB,MIN,2,0,5,0,0,0,0,0,0,0,0,bye,2,6,21,18,28,82,5.1
430,Tanner Hudson,TE,TB,0,0,0,0,0,0,bye,21,46,3,4,6,4,6,6,0,7,103,11.4
431,Christian Blake,WR,ATL,0,0,0,0,0,0,0,14,bye,15,10,37,82,12,57,43,67,337,37.4
432,Reggie Bonnafon,RB,CAR,0,0,4,0,11,3,bye,12,8,0,7,0,1,2,0,8,12,68,4.3
433,Kyle Allen,QB,CAR,0,0,60,67,63,66,bye,68,71,72,74,74,73,71,72,0,54,885,68.1
434,Keith Kirkwood,WR,NO,12,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,12,12.0
435,Deon Yelder,TE,KC,0,0,2,5,4,1,1,0,0,4,30,bye,0,0,0,0,0,47,5.2
436,Ross Dwelley,TE,SF,12,14,2,bye,27,32,24,34,49,75,65,5,1,9,3,2,5,359,22.4
437,Trent Sherfield,WR,ARI,5,4,3,53,58,36,53,26,3,6,4,bye,1,0,2,3,0,257,16.1
438,Codey McElroy,TE,TB,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,3,0,3,3.0
439,Steven Mitchell,WR,HOU,0,0,0,0,0,0,0,3,11,bye,0,0,0,0,0,0,65,79,26.3
440,Cam Sims,WR,WAS,0,0,0,0,2,0,0,0,0,bye,3,0,1,3,2,6,39,56,8.0
441,Jeff Wilson,RB,SF,0,15,21,bye,0,0,8,3,2,0,1,5,5,0,0,0,0,60,6.0
442,Dontrell Hilliard,RB,CLE,12,0,1,25,4,9,bye,23,30,8,1,3,1,3,7,3,0,130,9.3
443,Will Dissly,TE,SEA,26,46,45,49,65,18,0,0,0,0,bye,0,0,0,0,0,0,249,41.5
444,Chad Beebe,WR,MIN,14,16,13,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,43,14.3
445,Jaeden Graham,TE,ATL,5,2,0,2,4,8,1,6,bye,7,34,56,53,8,4,9,9,208,13.0
446,Garrett Dickerson,TE,NYG,0,0,0,6,3,0,0,0,0,0,bye,0,0,0,0,0,1,10,2.5
447,KhaDarel Hodge,WR,CLE,0,0,0,1,0,0,bye,0,8,7,10,9,20,13,30,14,17,129,8.1
448,Malik Turner,WR,SEA,15,16,17,10,17,13,11,7,7,35,bye,16,15,14,21,29,0,243,16.2
449,Dwayne Haskins,QB,WAS,0,0,0,32,0,0,0,14,50,bye,65,57,64,63,53,35,0,433,48.1
450,A.J. Brown,WR,TEN,25,27,39,26,37,38,39,36,50,47,bye,37,53,51,62,62,49,678,42.4
451,D.K. Metcalf,WR,SEA,40,69,70,39,51,58,54,55,70,71,bye,53,60,52,55,56,74,927,57.9
452,N'Keal Harry,WR,NE,0,0,0,0,0,0,0,0,0,bye,32,55,22,2,38,37,34,220,31.4
453,Drew Lock,QB,DEN,0,0,0,0,0,0,0,0,0,bye,0,0,56,59,59,71,61,306,61.2
454,Marquise Brown,WR,BAL,14,50,61,56,36,0,0,bye,39,18,37,48,36,43,47,43,35,563,40.2
455,Kelvin Harmon,WR,WAS,13,6,10,28,5,12,7,11,25,bye,60,38,54,53,44,60,56,482,30.1
456,Damien Harris,RB,NE,0,0,0,0,0,0,5,0,0,bye,0,0,0,0,0,0,0,5,2.5
457,Daniel Jones,QB,NYG,5,0,62,77,68,50,70,74,71,69,bye,60,66,0,0,70,74,816,62.8
458,J.J. Arcega-Whiteside,WR,PHI,5,74,53,6,2,5,12,4,14,bye,19,53,27,79,71,45,17,486,30.4
459,David Montgomery,RB,CHI,27,27,41,48,30,bye,30,59,32,34,35,47,39,45,36,35,49,614,38.4
460,Will Grier,QB,CAR,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,70,17,87,43.5
461,Deebo Samuel,WR,SF,58,27,41,bye,35,47,0,45,45,69,57,35,53,50,57,47,39,705,47.0
462,Ryan Finley,QB,CIN,0,0,0,0,0,0,0,0,bye,73,60,57,0,0,0,0,0,190,63.3
463,Justice Hill,RB,BAL,22,15,10,16,5,15,4,bye,10,12,8,18,4,6,10,13,19,187,11.7
464,Riley Ridley,WR,CHI,0,0,0,0,0,bye,0,0,0,0,0,0,4,29,41,3,31,108,21.6
465,Josh Jacobs,RB,OAK,40,30,25,34,49,0,37,30,42,30,43,23,34,0,43,0,0,460,35.4
466,Devin Singletary,RB,BUF,45,23,0,0,0,bye,21,40,41,46,52,52,52,60,46,52,0,530,44.2
467,Miles Sanders,RB,PHI,36,34,25,22,28,19,32,13,32,bye,61,63,61,50,55,59,23,613,38.3
468,T.J. Hockenson,TE,DET,60,47,39,41,bye,31,51,41,45,47,47,33,43,0,0,0,0,525,43.8
469,Kaden Smith,TE,Multi,0,0,0,0,0,10,0,0,3,40,0,59,60,50,67,70,74,433,48.1
470,Tommy Sweeney,TE,BUF,21,21,22,9,16,bye,0,0,0,0,0,0,0,0,0,0,40,129,21.5
471,Patrick Laird,RB,MIA,0,0,0,0,bye,0,0,0,0,7,16,23,42,59,34,49,60,290,19.3
472,Hunter Renfrow,WR,OAK,16,46,33,25,42,0,30,35,37,31,31,24,0,0,0,29,56,435,33.5
473,Alexander Hollins,WR,MIN,0,0,0,0,0,0,0,0,0,0,0,bye,4,5,8,6,48,71,14.2
474,Foster Moreau,TE,OAK,29,15,23,31,44,0,32,22,37,26,39,19,29,25,0,0,0,371,28.5
475,Brandon Dillon,TE,MIN,7,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,7,7.0
476,Ty Johnson,RB,DET,8,12,11,11,bye,2,49,24,42,12,18,27,25,21,29,13,8,312,19.5
