,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
238,David Njoku,TE,CLE,17,0,0,0,21,23,31,29,bye,23,34,40,30,51,31,31,49,410,31.5
239,Chris Godwin,WR,TB,66,0,55,0,0,40,59,0,47,72,68,54,bye,44,60,51,59,675,56.3
240,D'Onta Foreman,RB,TEN,0,0,0,bye,0,0,0,6,8,9,1,5,0,0,0,0,0,29,4.8
241,Evan Engram,TE,NYG,64,63,44,57,55,39,50,61,58,49,bye,78,40,42,43,50,44,837,52.3
242,Patrick Mahomes,QB,KC,69,77,75,0,72,73,41,54,62,bye,78,79,64,62,98,67,0,971,69.4
243,Nathan Peterman,QB,LV,0,0,0,0,0,bye,0,0,0,0,0,11,0,0,0,0,0,11,11.0
244,Joshua Dobbs,QB,PIT,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9.0
245,C.J. Beathard,QB,SF,0,0,0,23,33,0,0,0,0,1,bye,0,0,0,7,56,66,186,31.0
246,Joe Mixon,RB,CIN,40,46,52,62,51,39,0,0,bye,0,0,0,0,0,0,0,0,290,48.3
247,Alvin Kamara,RB,NO,45,41,41,47,58,bye,51,58,37,39,32,31,48,45,40,45,0,658,43.9
248,Wayne Gallman,RB,NYG,3,0,18,10,12,4,32,32,44,42,bye,51,28,27,23,32,33,391,26.1
249,Samaje Perine,RB,CIN,0,0,1,1,0,3,18,24,bye,16,31,7,17,28,12,29,19,206,12.9
250,Jamaal Williams,RB,GB,30,31,19,36,bye,32,55,63,0,31,30,33,21,20,4,0,12,417,29.8
251,Kareem Hunt,RB,CLE,37,20,29,26,51,30,47,42,bye,38,36,28,35,39,21,35,35,549,34.3
252,Taywan Taylor,WR,CLE,0,0,0,0,0,10,0,3,bye,0,0,9,0,0,0,0,0,22,7.3
253,JuJu Smith-Schuster,WR,PIT,55,59,58,bye,57,42,65,41,63,61,59,67,61,57,59,63,56,923,57.7
254,Chad Hansen,WR,HOU,0,0,0,0,0,0,0,bye,0,0,0,0,59,53,63,50,59,284,56.8
255,Zay Jones,WR,LV,9,18,27,67,9,bye,10,10,5,8,5,13,7,16,53,6,26,289,18.1
256,Isaiah Ford,WR,MIA,47,48,27,45,24,18,bye,17,0,0,0,0,0,0,53,33,63,375,37.5
257,Cooper Kupp,WR,LAR,62,59,62,49,56,55,0,92,bye,37,52,55,53,39,48,60,0,779,55.6
258,Curtis Samuel,WR,CAR,51,51,33,36,48,0,22,41,60,34,48,42,bye,53,58,38,44,659,43.9
259,Dede Westbrook,WR,JAC,0,0,16,0,0,0,1,bye,0,0,0,0,0,0,0,0,0,17,8.5
260,Josh Reynolds,WR,LAR,37,42,62,30,49,50,0,77,bye,56,65,61,37,35,45,48,55,749,49.9
261,Noah Brown,WR,DAL,3,7,29,23,21,23,15,16,8,bye,15,13,11,8,17,18,1,228,14.3
262,Marlon Mack,RB,IND,11,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,11,11.0
263,Jeremy McNichols,RB,TEN,13,11,9,bye,26,29,15,22,16,17,12,18,33,22,8,9,11,271,16.9
264,Corey Clement,RB,PHI,26,3,6,4,3,7,17,19,bye,1,0,4,0,2,0,1,14,107,7.1
265,James Conner,RB,PIT,15,50,53,bye,47,44,66,31,32,64,52,0,0,23,0,42,43,562,43.2
266,Brian Hill,RB,ATL,21,15,24,16,20,21,17,25,19,bye,26,39,11,9,15,19,31,328,20.5
267,Tarik Cohen,RB,CHI,30,21,26,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,77,25.7
268,Jake Butt,TE,DEN,16,7,18,34,bye,39,0,0,0,0,0,0,0,0,0,0,0,114,22.8
269,Adam Shaheen,TE,MIA,12,18,24,20,38,16,bye,16,24,22,13,25,26,37,43,15,19,368,23.0
270,Gerald Everett,TE,LAR,24,30,28,33,30,30,0,52,bye,43,41,29,60,53,27,52,49,581,38.7
271,Jonnu Smith,TE,TEN,59,54,66,bye,57,29,40,50,52,47,52,54,0,41,63,40,41,745,49.7
272,Jeremy Sprinkle,TE,WAS,28,6,6,8,9,11,28,bye,5,4,12,20,13,15,19,11,23,218,13.6
273,Austin Ekeler,RB,LAC,50,47,56,3,0,bye,0,0,0,0,0,60,43,44,41,37,31,412,41.2
274,Kenny Golladay,WR,DET,0,0,48,50,bye,36,51,18,0,0,0,0,0,0,0,0,0,203,40.6
275,Mack Hollins,WR,MIA,3,1,3,3,10,3,bye,2,17,11,12,47,13,40,69,49,4,287,17.9
276,George Kittle,TE,SF,61,0,0,72,64,71,60,46,0,0,bye,0,0,0,0,28,41,443,55.4
277,Antony Auclair,TE,TB,0,0,0,0,0,0,0,3,4,25,6,8,bye,14,0,0,10,70,8.8
278,Robert Tonyan,TE,GB,47,44,39,42,bye,37,31,46,41,40,44,41,38,41,39,39,28,637,39.8
279,Trent Taylor,WR,SF,21,28,30,37,4,6,3,35,33,4,bye,0,0,0,0,0,0,201,16.8
280,Jacob Hollister,TE,SEA,11,9,12,15,3,bye,23,26,31,6,13,37,39,37,40,33,41,376,23.5
281,Cody Hollister,WR,TEN,4,0,0,bye,27,0,0,0,0,0,0,0,0,0,0,0,0,31,15.5
282,Austin Carr,WR,NO,0,0,0,0,0,bye,13,21,0,0,0,15,0,0,0,21,11,81,13.5
283,Josh Malone,WR,NYJ,0,42,38,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,80,20.0
284,Mason Schreck,TE,CIN,0,0,1,3,0,2,15,2,bye,0,0,1,1,2,1,1,1,30,2.1
285,Cethan Carter,TE,CIN,1,7,9,20,13,23,0,16,bye,12,17,13,14,18,21,24,12,220,14.7
286,Tim Patrick,WR,DEN,50,51,53,53,bye,59,51,0,60,42,54,31,59,50,57,69,12,751,50.1
287,Mo Alie-Cox,TE,IND,30,49,35,33,21,0,bye,32,35,46,43,38,44,20,25,23,29,503,33.5
288,Darrell Daniels,TE,ARI,14,43,38,27,50,44,41,bye,29,14,0,0,0,0,23,30,11,364,30.3
289,Isaiah McKenzie,WR,BUF,16,7,17,22,23,7,15,6,5,9,bye,12,11,10,22,32,58,272,17.0
290,Gehrig Dieter,WR,KC,0,0,0,0,0,0,0,0,0,bye,3,0,0,0,0,2,20,25,6.3
291,Blake Jarwin,TE,DAL,25,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,25,25.0
292,Jamal Agnew,WR,DET,15,9,14,11,bye,12,12,7,0,0,28,25,16,11,10,12,11,193,13.8
293,Aaron Jones,RB,GB,42,35,44,33,bye,36,0,0,40,41,30,38,40,47,56,25,32,539,38.5
294,Eric Saubert,TE,JAC,0,0,0,0,0,0,2,bye,0,0,31,9,17,9,12,4,10,94,11.8
295,Alex Armah,RB,CAR,8,17,7,17,10,6,4,3,12,8,13,3,bye,4,7,16,10,145,9.1
296,Nick Mullens,QB,SF,0,29,77,50,0,0,0,29,57,70,bye,72,61,81,77,0,0,603,60.3
297,Ricky Seals-Jones,TE,KC,0,0,0,0,0,2,0,0,0,bye,0,0,0,0,0,4,0,6,3.0
298,Johnny Mundt,TE,LAR,10,1,0,11,2,0,0,0,bye,14,6,3,7,1,0,6,14,75,5.0
299,Chris Carson,RB,SEA,28,40,45,35,31,bye,15,0,0,0,0,25,42,33,40,40,30,404,33.7
300,David Moore,WR,SEA,33,32,31,22,23,bye,29,20,34,41,37,24,45,39,21,25,26,482,30.1
301,Jason Croom,TE,PHI,0,0,0,0,2,1,8,1,bye,0,0,0,0,0,0,0,0,12,3.0
302,Anthony Firkser,TE,TEN,32,14,19,bye,23,41,15,26,27,22,28,20,30,16,17,8,10,348,21.8
303,C.J. Board,WR,NYG,21,11,24,32,28,10,0,0,14,6,bye,9,3,1,1,9,0,169,12.1
304,P.J. Walker,QB,CAR,0,0,0,0,0,0,0,9,0,5,71,0,bye,0,0,0,22,107,26.8
305,JoJo Natson,WR,CLE,2,3,4,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,9,3.0
306,Keelan Cole,WR,JAC,35,51,50,50,60,26,48,bye,47,52,47,61,49,61,43,40,45,765,47.8
307,Evan Baylis,TE,ARI,0,0,0,0,4,6,6,bye,0,0,6,21,0,0,0,0,0,43,8.6
308,Dare Ogunbowale,RB,JAC,0,0,5,0,0,0,7,bye,3,10,13,0,10,22,14,39,63,186,13.3
309,Sean Culkin,TE,BAL,0,0,0,0,0,0,bye,0,0,0,0,15,0,0,0,0,0,15,15.0
310,Marcus Kemp,WR,Multi,0,0,0,0,0,2,10,12,0,0,0,4,2,4,0,0,0,34,3.4
311,Pharaoh Brown,TE,HOU,0,0,4,7,25,29,19,bye,25,18,27,31,5,0,17,27,38,272,20.9
312,Zach Pascal,WR,IND,46,59,55,54,51,58,bye,58,41,47,51,53,55,41,47,61,56,833,52.1
313,Matt Breida,RB,MIA,14,17,11,17,21,16,bye,8,0,0,7,23,0,0,18,0,0,152,12.7
314,Kendrick Bourne,WR,SF,57,45,64,50,42,41,30,60,0,41,bye,41,30,72,42,19,54,688,45.9
315,Cyril Grayson,WR,TB,0,18,0,0,12,12,0,0,0,0,0,0,bye,0,0,0,0,42,14.0
316,Taysom Hill,QB,NO,17,14,13,20,20,bye,10,14,19,22,66,61,78,63,10,24,21,472,29.5
317,Greg Ward,WR,PHI,30,13,76,48,41,58,76,58,bye,42,46,48,44,51,44,66,48,789,49.3
318,Dan Arnold,TE,ARI,45,56,31,31,27,26,21,bye,18,35,26,26,9,24,26,36,32,469,29.3
319,Patrick Ricard,RB,BAL,25,28,11,25,17,29,bye,17,22,19,23,0,30,30,39,39,51,405,27.0
320,Fred Brown,WR,DEN,0,0,0,0,bye,0,0,5,0,0,0,0,0,0,0,0,0,5,5.0
321,Colin Thompson,TE,CAR,0,1,2,17,14,9,4,10,6,14,22,24,bye,10,11,22,17,183,12.2
322,Trey Edmunds,RB,PIT,0,0,0,bye,6,0,1,0,0,0,0,0,0,0,0,0,0,7,1.8
323,River Cracraft,WR,SF,0,0,0,0,0,0,0,0,51,3,bye,2,1,14,12,1,28,112,12.4
324,Brandon Zylstra,WR,CAR,8,4,2,8,0,0,5,13,9,11,11,14,bye,26,5,3,7,126,7.9
325,Lamar Jackson,QB,BAL,53,65,56,47,62,73,bye,82,64,66,65,0,55,49,55,68,57,917,61.1
326,Mason Rudolph,QB,PIT,0,0,0,bye,0,7,0,0,4,4,6,0,0,0,0,0,58,79,15.8
327,Sam Darnold,QB,NYJ,56,65,64,72,0,0,57,57,0,bye,0,55,62,53,65,69,63,738,61.5
328,Baker Mayfield,QB,CLE,73,58,63,75,73,42,52,49,bye,65,67,67,72,83,64,81,62,1046,65.4
329,Logan Woodside,QB,TEN,0,0,0,bye,0,0,0,0,0,6,0,3,0,6,3,3,0,21,3.5
330,Saquon Barkley,RB,NYG,59,8,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,67,33.5
331,Ronald Jones,RB,TB,33,21,35,49,49,36,31,17,16,47,25,21,bye,34,0,0,36,450,32.1
332,Royce Freeman,RB,DEN,6,17,24,14,bye,25,18,0,1,10,4,13,4,4,7,18,29,194,12.1
333,Nick Chubb,RB,CLE,35,36,34,14,0,0,0,0,bye,28,30,41,36,44,38,47,27,410,34.2
334,Kerryon Johnson,RB,DET,20,19,20,11,bye,14,14,11,25,9,39,39,30,14,7,11,9,292,18.3
335,Josh Adams,RB,NYJ,13,5,0,0,0,0,0,0,0,bye,0,1,19,12,1,0,24,75,9.4
336,Ito Smith,RB,ATL,20,11,6,16,9,11,3,0,0,bye,6,28,24,25,31,22,13,225,16.1
337,Kalen Ballage,RB,Multi,0,8,19,29,0,0,0,0,31,46,55,0,27,23,21,16,25,300,27.3
338,Myles Gaskin,RB,MIA,40,49,46,47,42,39,bye,43,0,0,0,0,50,0,0,48,51,455,45.5
339,Courtland Sutton,WR,DEN,0,31,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,31,31.0
340,James Washington,WR,PIT,37,31,49,bye,53,43,18,10,13,28,21,24,38,46,27,18,30,486,30.4
341,Anthony Miller,WR,CHI,27,26,47,43,26,44,0,53,53,24,bye,47,39,33,16,30,39,547,36.5
342,Deontay Burnett,WR,PHI,0,0,39,19,0,0,0,0,bye,0,0,0,0,0,0,0,0,58,29.0
343,Calvin Ridley,WR,ATL,69,63,63,45,48,59,57,23,0,bye,51,56,63,48,58,54,65,822,54.8
344,Michael Gallup,WR,DAL,69,62,70,67,64,72,51,69,69,bye,57,45,74,48,38,58,79,992,62.0
345,Jaleel Scott,WR,NYJ,0,0,0,0,0,0,0,0,0,bye,0,0,0,9,0,0,0,9,9.0
346,Tre'Quan Smith,WR,NO,44,53,61,62,59,bye,57,58,45,16,45,31,63,54,24,0,0,672,48.0
347,Cedrick Wilson,WR,DAL,3,4,24,18,15,25,20,19,11,bye,14,12,20,7,16,13,7,228,14.3
348,Deon Cain,WR,PIT,0,0,0,bye,0,4,0,0,0,0,0,0,0,0,0,0,6,10,5.0
349,Dante Pettis,WR,Multi,45,10,8,0,0,0,0,3,0,0,0,0,0,0,0,29,20,115,16.4
350,D.J. Moore,WR,CAR,58,65,45,56,51,64,42,48,81,43,61,59,bye,0,56,55,52,836,55.7
351,Trey Quinn,WR,JAC,0,0,0,0,0,0,0,bye,0,0,0,3,0,0,0,0,0,3,3.0
352,Christian Kirk,WR,ARI,63,47,0,36,44,50,65,bye,44,54,61,64,60,66,58,68,0,780,55.7
353,Mark Andrews,TE,BAL,42,38,44,37,43,38,bye,51,38,50,56,0,0,40,34,45,42,598,42.7
354,Dallas Goedert,TE,PHI,54,63,6,0,0,0,0,54,bye,62,68,71,52,59,74,41,0,604,54.9
355,Jaylen Samuels,RB,PIT,20,5,6,bye,2,5,9,8,0,1,0,0,27,27,7,4,0,121,8.6
356,Mike Gesicki,TE,MIA,46,42,30,45,30,37,bye,28,43,28,43,50,49,43,0,45,64,623,41.5
357,Troy Fumagalli,TE,DEN,0,0,0,0,bye,0,0,0,0,12,20,12,7,39,19,15,11,135,16.9
358,Hayden Hurst,TE,ATL,63,49,43,45,54,69,55,56,51,bye,54,37,42,33,43,44,49,787,49.2
359,Antonio Callaway,WR,MIA,0,0,0,0,0,0,bye,0,0,0,8,13,13,22,0,0,0,56,11.2
360,Braxton Berrios,WR,NYJ,0,46,52,8,24,16,48,48,7,bye,1,3,5,11,3,7,11,290,18.1
361,D.J. Chark,WR,JAC,42,59,0,58,50,31,55,bye,59,56,50,0,62,64,49,41,0,676,52.0
362,Nyheim Hines,RB,IND,42,9,20,25,21,21,bye,16,23,39,29,48,23,22,16,29,12,395,24.7
363,Josh Allen,QB,BUF,87,61,62,61,65,53,73,58,68,73,bye,61,73,75,72,57,35,1034,64.6
364,Bo Scarbrough,RB,SEA,0,0,0,0,0,bye,0,0,0,0,12,0,0,0,0,0,0,12,12.0
365,Justin Jackson,RB,LAC,11,0,0,21,42,bye,31,41,3,0,0,0,0,11,0,8,22,190,21.1
366,Allen Lazard,WR,GB,67,61,59,0,bye,0,0,0,0,0,36,33,42,46,48,41,36,469,46.9
367,Richie James,WR,SF,10,0,0,0,0,7,16,0,51,69,bye,63,7,26,54,51,51,405,36.8
368,Auden Tate,WR,CIN,15,0,25,22,26,0,6,33,bye,12,21,10,0,0,0,0,0,170,18.9
369,Equanimeous St.,WR,GB,0,0,0,0,bye,11,3,22,4,31,15,38,11,17,11,18,15,196,16.3
370,Rashaad Penny,RB,SEA,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,6,4,28,38,12.7
371,Sony Michel,RB,NE,19,15,26,0,bye,0,0,0,0,0,0,1,22,15,23,19,41,181,20.1
372,Dalton Schultz,TE,DAL,50,44,55,63,58,72,46,75,70,bye,60,51,71,49,51,65,81,961,60.1
373,Ian Thomas,TE,CAR,46,40,35,44,42,47,32,40,59,29,40,43,bye,47,50,39,41,674,42.1
374,Javon Wims,WR,CHI,23,29,23,10,17,13,0,9,0,0,bye,0,28,25,21,36,41,275,22.9
375,Jordan Thomas,TE,Multi,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,9,1.5
376,Jordan Akins,TE,HOU,48,49,32,19,0,0,0,bye,22,24,31,26,45,36,40,17,16,405,31.2
377,Robert Foster,WR,WAS,0,0,0,0,0,0,0,bye,0,0,5,0,0,5,10,7,0,27,6.8
378,DaeSean Hamilton,WR,DEN,47,34,12,57,bye,38,27,61,27,31,15,18,12,13,11,61,70,534,33.4
379,Marcus Baugh,TE,WAS,27,15,11,9,0,0,0,bye,0,0,0,0,0,4,3,2,6,77,9.6
380,Keke Coutee,WR,HOU,0,5,0,0,0,0,0,bye,0,0,35,28,48,49,55,33,39,292,36.5
381,Chase Edmonds,RB,ARI,28,27,21,21,34,23,50,bye,66,36,36,32,37,40,36,16,21,524,32.8
382,Jordan Wilkins,RB,IND,1,17,16,12,2,4,bye,39,23,14,9,26,13,6,0,0,0,182,12.1
383,Phillip Lindsay,RB,DEN,19,0,0,0,bye,40,14,29,28,21,27,14,26,29,23,0,0,270,24.5
384,Durham Smythe,TE,MIA,14,36,42,29,0,19,bye,32,25,39,13,30,41,36,41,30,23,450,30.0
385,Darrel Williams,RB,KC,23,10,16,0,29,23,1,8,18,bye,20,8,31,5,22,47,4,265,17.7
386,Daurice Fountain,WR,IND,0,15,19,15,5,0,bye,0,10,0,0,0,0,0,0,0,0,64,12.8
387,Noah Fant,TE,DEN,43,61,53,35,bye,0,54,51,57,60,49,30,54,5,44,64,73,733,48.9
388,Marquez Valdes-Scantling,WR,GB,41,46,57,61,bye,53,51,61,59,60,51,56,46,47,40,41,22,792,49.5
389,Ray-Ray McCloud,WR,PIT,0,0,3,bye,18,13,8,22,28,15,20,9,5,4,4,4,12,165,10.3
390,Chris Herndon,TE,NYJ,40,48,51,54,29,45,31,40,30,bye,36,45,41,34,43,60,47,674,42.1
391,Trenton Cannon,RB,CAR,0,0,0,0,2,8,3,0,0,5,4,10,bye,2,0,3,6,43,3.1
392,Ryan Izzo,TE,NE,63,70,43,0,bye,35,23,48,76,54,56,51,43,0,0,0,0,562,51.1
393,Damion Ratley,WR,NYG,18,27,18,29,34,0,0,0,0,0,bye,0,0,0,0,0,0,126,25.2
394,Tyler Conklin,TE,MIN,9,3,10,9,10,9,bye,11,25,46,12,48,59,45,45,55,57,453,28.3
395,Jeff Badet,WR,WAS,0,0,0,0,0,0,3,bye,13,5,0,0,0,0,0,0,0,21,7.0
396,Justin Watson,WR,TB,11,54,0,56,0,12,12,5,0,4,0,1,bye,3,0,0,0,158,14.4
397,Russell Gage,WR,ATL,55,62,12,47,40,51,24,39,39,bye,49,69,52,41,59,62,61,762,47.6
398,Boston Scott,RB,PHI,38,13,13,9,7,35,55,42,bye,18,27,26,16,15,15,8,46,383,23.9
399,Buddy Howell,RB,HOU,0,0,0,0,0,0,0,bye,5,1,0,4,0,23,10,3,1,47,3.4
400,Derrick Willies,WR,CLE,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,3,0,3,3.0
401,Gus Edwards,RB,BAL,15,20,13,22,25,33,bye,26,24,15,13,27,18,16,27,34,19,347,21.7
402,Vyncint Smith,WR,NYJ,0,0,0,0,0,5,3,13,0,bye,0,0,0,0,0,0,29,50,7.1
403,Byron Pringle,WR,KC,6,7,3,0,10,28,31,37,19,bye,40,0,0,0,6,7,45,239,19.9
404,Ryan Nall,RB,CHI,1,3,7,1,4,1,0,2,10,17,bye,3,2,3,2,11,1,68,4.5
405,Brandon Powell,WR,ATL,2,0,38,0,5,5,24,1,10,bye,4,13,12,28,28,13,0,183,12.2
406,Tim Boyle,QB,GB,2,5,0,1,bye,3,2,0,4,0,0,2,0,0,0,3,0,22,2.8
407,Kevin Rader,TE,PIT,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0
408,Mike Boone,RB,MIN,1,0,0,0,5,7,bye,0,0,0,0,0,2,4,0,3,12,34,2.1
409,Tanner Hudson,TE,TB,0,0,0,8,16,8,2,3,1,7,0,0,bye,0,7,22,0,74,6.7
410,Christian Blake,WR,ATL,7,9,7,19,14,17,5,38,12,bye,37,50,3,13,15,21,11,278,17.4
411,Reggie Bonnafon,RB,CAR,0,0,2,21,0,0,0,0,0,0,0,0,bye,0,0,0,0,23,11.5
412,Kyle Allen,QB,WAS,0,0,0,0,25,73,69,bye,10,0,0,0,0,0,0,0,0,177,44.3
413,Keith Kirkwood,WR,CAR,0,0,0,0,0,35,0,0,0,0,0,0,bye,0,0,0,0,35,35.0
414,Deon Yelder,TE,KC,0,0,9,0,7,7,14,16,7,bye,15,15,15,8,19,6,44,182,14.0
415,Ross Dwelley,TE,SF,7,39,64,13,1,21,22,39,42,37,bye,44,35,36,46,26,30,502,31.4
416,Trent Sherfield,WR,ARI,2,5,1,0,9,6,1,bye,1,0,0,0,1,5,2,5,41,79,5.3
417,Steven Mitchell,WR,HOU,0,0,0,0,0,0,0,bye,0,0,0,8,6,61,1,2,6,84,14.0
418,Cameron Batson,WR,TEN,0,34,45,bye,0,20,0,0,13,24,18,23,23,21,21,25,17,284,23.7
419,Cam Sims,WR,WAS,0,4,1,4,0,7,61,bye,40,83,52,55,62,59,77,71,63,639,39.9
420,Jeff Wilson,RB,SF,0,5,23,6,15,0,37,0,0,0,bye,25,28,39,39,39,55,311,25.9
421,Dontrell Hilliard,RB,Multi,0,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,22,3.1
422,Will Dissly,TE,SEA,26,31,31,28,20,bye,49,43,21,24,43,48,39,36,37,35,49,560,35.0
423,Nick Keizer,TE,KC,30,11,20,0,17,21,12,19,13,bye,29,20,13,12,33,13,20,283,18.9
424,Johnny Stanton,RB,CLE,0,0,0,0,0,0,0,0,bye,0,12,0,0,0,0,0,0,12,12.0
425,Chad Beebe,WR,MIN,0,0,22,16,27,22,bye,11,17,22,17,35,28,34,20,23,20,314,22.4
426,Jaeden Graham,TE,ATL,9,1,8,6,3,1,8,4,10,bye,2,25,8,11,9,7,4,116,7.3
427,KhaDarel Hodge,WR,CLE,40,33,35,0,0,0,0,34,bye,38,48,29,0,0,8,0,26,291,32.3
428,Malik Turner,WR,DAL,0,0,0,2,0,0,0,0,0,bye,0,0,0,0,0,0,0,2,0.3
429,John Wolford,QB,LAR,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,73,73,73.0
430,Dwayne Haskins,QB,WAS,70,66,62,71,0,0,0,bye,0,0,0,0,0,31,80,46,0,426,60.9
431,A.J. Brown,WR,TEN,66,0,0,bye,47,63,53,59,45,49,57,58,63,37,57,42,64,760,54.3
432,D.K. Metcalf,WR,SEA,61,63,73,55,52,bye,81,65,65,64,61,55,70,46,51,61,57,980,61.3
433,N'Keal Harry,WR,NE,51,61,46,0,bye,51,11,0,0,35,52,26,34,36,36,30,58,527,40.5
434,Drew Lock,QB,DEN,59,13,0,0,bye,64,76,65,73,71,65,0,66,61,64,77,81,835,64.2
435,Marquise Brown,WR,BAL,37,44,44,43,54,62,bye,77,55,62,47,42,45,52,52,43,43,802,50.1
436,Hakeem Butler,WR,PHI,0,0,0,0,0,0,1,0,bye,0,0,0,0,0,0,0,0,1,0.5
437,Damien Harris,RB,NE,0,0,0,0,bye,12,21,20,28,32,26,34,33,22,0,0,0,228,25.3
438,Daniel Jones,QB,NYG,68,65,52,68,68,48,60,74,77,71,bye,51,0,44,0,64,58,868,62.0
439,J.J. Arcega-Whiteside,WR,PHI,28,16,18,0,8,12,13,5,bye,0,0,0,0,0,0,0,41,141,17.6
440,David Montgomery,RB,CHI,29,35,46,53,51,56,0,59,50,0,bye,58,52,40,56,60,62,707,50.5
441,Deebo Samuel,WR,SF,0,0,0,25,57,60,41,0,0,0,bye,63,58,1,0,0,0,305,43.6
442,Albert Okwuegbunam,TE,DEN,0,0,0,0,bye,24,31,16,15,0,0,0,0,0,0,0,0,86,21.5
443,Ryan Finley,QB,CIN,0,0,1,0,0,0,0,0,bye,0,18,0,8,7,56,0,0,90,18.0
444,Justice Hill,RB,BAL,0,0,0,0,0,0,bye,2,3,5,7,26,6,6,6,3,9,73,6.1
445,Riley Ridley,WR,CHI,0,0,0,0,0,0,0,0,16,9,bye,11,0,2,3,0,0,41,8.2
446,Josh Jacobs,RB,LV,49,53,35,52,45,bye,32,48,29,43,44,38,0,29,52,32,38,619,41.3
447,Devin Singletary,RB,BUF,51,34,55,54,46,40,40,28,31,34,bye,25,62,30,39,35,18,622,38.9
448,Miles Sanders,RB,PHI,0,55,71,48,50,29,0,0,bye,48,41,43,35,56,69,57,0,602,50.2
449,Collin Johnson,WR,JAC,9,8,20,13,23,3,13,bye,9,7,10,52,39,19,1,0,0,226,16.1
450,T.J. Hockenson,TE,DET,50,41,54,46,bye,29,44,45,57,39,37,60,53,56,52,46,39,748,46.8
451,Kaden Smith,TE,NYG,29,31,16,24,27,23,36,42,41,41,bye,0,37,23,24,26,33,453,30.2
452,Brett Rypien,QB,DEN,0,0,13,69,bye,0,1,0,0,0,0,0,0,0,0,0,0,83,27.7
453,Patrick Laird,RB,MIA,4,3,1,1,10,6,bye,0,12,10,17,10,19,42,8,0,2,145,9.1
454,Hunter Renfrow,WR,LV,31,40,39,52,24,bye,35,15,30,34,20,41,52,38,13,39,51,554,34.6
455,Daniel Helm,TE,SF,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,21,7,0,28,5.6
456,Terry Godwin,WR,JAC,0,0,0,0,0,0,0,bye,0,2,7,0,0,0,0,0,41,50,16.7
457,Foster Moreau,TE,LV,12,32,15,10,12,bye,11,31,13,25,17,8,20,13,20,2,14,255,15.9
458,Brandon Dillon,TE,MIN,0,0,0,0,0,0,bye,0,0,2,0,8,2,0,0,0,0,12,4.0
459,Ty Johnson,RB,Multi,0,5,0,0,0,4,0,6,2,0,14,10,39,20,22,18,34,174,13.4
460,Andy Isabella,WR,ARI,14,14,26,24,23,19,42,bye,17,11,18,41,54,0,0,0,3,306,23.5
461,Easton Stick,QB,LAC,0,0,0,0,0,bye,2,0,0,0,0,0,0,0,0,0,0,2,2.0
462,Dexter Williams,RB,GB,0,0,0,0,bye,0,0,0,4,0,0,0,0,0,0,3,0,7,2.3
463,Parris Campbell,WR,IND,61,2,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,63,31.5
464,Terry McLaurin,WR,WAS,65,62,61,64,54,70,58,bye,53,86,57,62,68,58,78,0,51,947,63.1
465,Travis Fulgham,WR,PHI,0,0,0,37,46,58,78,59,bye,59,65,37,25,11,26,22,29,552,42.5
466,Trace McSorley,QB,BAL,0,0,0,0,0,0,bye,0,0,0,0,9,0,11,0,0,0,20,10.0
467,Qadree Ollison,RB,ATL,0,0,1,0,0,0,0,8,5,bye,0,0,0,0,0,0,0,14,4.7
468,Keelan Doss,WR,LV,0,0,0,3,0,bye,0,0,0,0,0,0,0,0,0,0,0,3,3.0
469,Drew Sample,TE,CIN,24,54,64,64,63,55,73,62,bye,57,57,38,45,64,51,66,31,868,54.3
470,Gardner Minshew,QB,JAC,50,75,66,68,75,34,63,bye,0,0,0,0,0,39,58,0,0,528,58.7
471,Trevon Wesco,TE,NYJ,8,24,15,8,16,7,9,9,0,bye,0,0,0,12,17,8,13,146,12.2
472,Alec Ingold,RB,LV,17,16,9,8,22,bye,13,26,6,12,20,11,13,12,20,19,9,233,14.6
473,Mecole Hardman,WR,KC,20,50,29,0,51,29,22,45,42,bye,17,24,21,19,32,41,32,474,31.6
474,Darrell Henderson,RB,LAR,5,29,34,22,29,32,0,18,bye,23,33,20,17,7,7,31,0,307,21.9
475,Lil'Jordan Humphrey,WR,NO,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,27,16,23,66,22.0
476,Jakobi Meyers,WR,NE,8,8,7,0,bye,0,41,64,80,57,68,50,56,59,53,50,65,666,47.6
