,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,TTL,AVG
250,Malik Taylor,WR,GB,15,0,0,0,4,0,0,5,0,1,0,0,bye,,,,,,25,5.0
251,Robert Tonyan,TE,GB,28,28,46,56,38,37,38,35,0,0,0,0,bye,,,,,,306,38.3
252,Marcedes Lewis,TE,GB,15,0,0,35,29,40,21,31,29,42,0,33,bye,,,,,,275,30.6
253,Allen Lazard,WR,GB,39,0,42,57,55,50,51,0,53,44,0,53,bye,,,,,,444,49.3
254,Marquez Valdes-Scantling,WR,GB,36,43,40,0,0,0,0,0,34,49,48,57,bye,,,,,,307,43.9
255,Amari Rodgers,WR,GB,15,0,2,7,5,6,4,16,0,4,1,2,bye,,,,,,62,5.2
256,Davante Adams,WR,GB,40,57,56,63,58,50,48,0,58,70,52,80,bye,,,,,,632,57.5
257,Dominique Dafney,TE,GB,19,0,0,0,0,0,0,0,25,0,16,20,bye,,,,,,80,20.0
258,Aaron Rodgers,QB,GB,42,62,63,72,64,59,56,73,0,74,58,82,bye,,,,,,705,64.1
259,Jordan Love,QB,GB,15,3,0,0,0,0,0,0,63,0,1,0,bye,,,,,,82,20.5
260,Daniel Jones,QB,NYG,61,69,70,63,29,75,72,60,56,bye,58,60,0,,,,,,673,61.2
261,Devontae Booker,RB,NYG,24,10,0,7,60,54,59,56,41,bye,21,10,23,,,,,,365,33.2
262,Saquon Barkley,RB,NYG,29,58,60,56,6,0,0,0,0,bye,36,52,49,,,,,,346,43.3
263,Darius Slayton,WR,NYG,43,39,9,0,0,0,44,52,31,bye,34,44,52,,,,,,348,38.7
264,Elijhaa Penny,RB,NYG,3,3,8,0,6,15,22,7,16,bye,0,5,0,,,,,,85,9.4
265,Kadarius Toney,WR,NYG,5,0,46,49,37,6,0,34,31,bye,35,0,0,,,,,,243,30.4
266,Sterling Shepard,WR,NYG,58,64,24,0,0,68,0,23,0,bye,0,0,0,,,,,,237,47.4
267,C.J. Board,WR,NYG,6,6,22,19,21,6,0,0,0,bye,0,0,0,,,,,,80,13.3
268,Kyle Rudolph,TE,NYG,47,49,0,37,41,34,41,21,31,bye,14,0,27,,,,,,342,34.2
269,Gary Brightwell,RB,NYG,8,0,2,0,0,0,0,0,0,bye,1,1,0,,,,,,12,1.7
270,Kenny Golladay,WR,NYG,52,58,48,58,24,0,0,0,31,bye,44,46,38,,,,,,399,44.3
271,Kaden Smith,TE,NYG,29,32,28,0,24,0,0,0,0,bye,0,0,0,,,,,,113,28.3
272,Melvin Gordon,RB,DEN,33,41,36,30,36,43,29,30,41,25,bye,26,0,,,,,,370,33.6
273,Teddy Bridgewater,QB,DEN,66,69,67,31,60,81,50,53,78,58,bye,43,77,,,,,,733,61.1
274,Javonte Williams,RB,DEN,33,28,27,31,25,38,21,23,37,33,bye,36,60,,,,,,392,32.7
275,Albert Okwuegbunam,TE,DEN,37,37,29,16,0,0,0,26,63,24,bye,28,33,,,,,,293,32.6
276,KJ Hamler,WR,DEN,24,49,15,0,0,0,0,0,0,0,bye,0,0,,,,,,88,29.3
277,Courtland Sutton,WR,DEN,53,53,51,58,54,71,47,46,65,55,bye,45,68,,,,,,666,55.5
278,Noah Fant,TE,DEN,51,53,58,57,58,72,45,41,0,44,bye,53,58,,,,,,590,53.6
279,Jerry Jeudy,WR,DEN,31,0,0,0,0,0,0,38,47,45,bye,35,56,,,,,,252,42.0
280,Eric Saubert,TE,DEN,22,24,24,8,0,28,21,0,49,6,bye,19,0,,,,,,201,22.3
281,Tim Patrick,WR,DEN,46,51,51,56,57,72,47,50,48,53,bye,50,67,,,,,,648,54.0
282,Diontae Spencer,WR,DEN,0,4,24,3,2,2,4,0,0,1,bye,1,4,,,,,,45,4.1
283,Brandon Bolden,RB,NE,2,0,33,19,24,11,21,25,29,18,17,19,6,,,,,,224,18.7
284,Rhamondre Stevenson,RB,NE,5,0,0,0,22,18,0,12,17,37,22,20,32,,,,,,185,20.6
285,Jonnu Smith,TE,NE,55,29,30,28,40,39,17,49,28,0,33,34,39,,,,,,421,35.1
286,James White,RB,NE,28,29,6,0,0,0,0,0,0,0,0,0,0,,,,,,63,21.0
287,Damien Harris,RB,NE,40,25,22,36,21,26,35,41,24,0,25,22,13,,,,,,330,27.5
288,Hunter Henry,TE,NE,54,48,52,40,40,37,60,50,35,55,32,41,0,,,,,,544,45.3
289,Kendrick Bourne,WR,NE,33,32,55,36,32,25,41,23,33,29,29,33,15,,,,,,416,32.0
290,Jakobi Meyers,WR,NE,74,52,69,56,58,34,59,71,55,48,56,52,0,,,,,,684,57.0
291,Nelson Agholor,WR,NE,64,51,58,43,43,32,43,61,54,47,49,50,25,,,,,,620,47.7
292,Gunner Olszewski,WR,NE,11,5,16,0,0,1,9,0,1,0,0,0,0,,,,,,43,3.6
293,Mac Jones,QB,NE,75,59,72,59,64,54,64,77,56,58,64,59,51,,,,,,812,62.5
294,Tua Tagovailoa,QB,MIA,52,9,0,0,0,69,73,69,0,32,72,74,69,,,,,,519,57.7
295,Jacoby Brissett,QB,MIA,2,65,83,52,54,1,0,0,74,37,0,0,0,,,,,,368,46.0
296,Myles Gaskin,RB,MIA,29,45,43,12,37,25,46,40,54,42,53,37,44,,,,,,507,39.0
297,Malcolm Brown,RB,MIA,16,9,34,35,0,25,5,0,0,0,0,0,0,,,,,,124,20.7
298,Salvon Ahmed,RB,MIA,11,23,0,5,11,19,22,16,14,9,0,13,22,,,,,,165,15.0
299,Albert Wilson,WR,MIA,22,41,0,25,0,23,0,0,17,38,38,35,40,,,,,,279,31.0
300,Jaylen Waddle,WR,MIA,43,47,73,41,43,65,61,65,65,61,55,55,53,,,,,,727,55.9
301,DeVante Parker,WR,MIA,45,55,64,47,0,0,0,63,0,0,0,0,49,,,,,,323,53.8
302,Mike Gesicki,TE,MIA,21,47,55,36,42,49,60,67,59,56,51,59,46,,,,,,648,49.8
303,Durham Smythe,TE,MIA,38,22,34,21,36,58,29,0,45,41,51,66,42,,,,,,483,40.3
304,Jakeem Grant,WR,Multi,7,7,2,0,2,2,0,6,1,0,8,19,48,,,,,,102,9.3
305,Mack Hollins,WR,MIA,7,16,24,0,14,68,39,4,60,13,22,19,9,,,,,,295,24.6
306,Darrell Henderson,RB,LAR,49,40,0,61,44,54,57,41,47,41,bye,50,0,,,,,,484,48.4
307,Sony Michel,RB,LAR,3,16,48,7,23,12,8,20,31,14,bye,12,66,,,,,,260,21.7
308,Matthew Stafford,QB,LAR,52,59,65,68,67,56,65,58,78,55,bye,62,63,,,,,,748,62.3
309,Robert Woods,WR,LAR,40,58,57,65,66,58,63,58,78,0,bye,0,0,,,,,,543,60.3
310,Tyler Higbee,TE,LAR,52,59,49,54,56,66,65,46,76,54,bye,62,63,,,,,,702,58.5
311,Van Jefferson,WR,LAR,36,54,50,46,39,42,61,56,75,52,bye,61,53,,,,,,625,52.1
312,Cooper Kupp,WR,LAR,49,59,53,65,59,55,63,58,78,55,bye,62,64,,,,,,720,60.0
313,DeSean Jackson,WR,Multi,14,0,21,22,20,16,4,0,0,9,16,42,24,,,,,,188,18.8
314,Johnny Mundt,TE,LAR,15,0,31,20,0,0,0,0,0,0,bye,0,0,,,,,,66,22.0
315,Jake Funk,RB,LAR,0,3,14,0,0,0,0,0,0,0,bye,0,0,,,,,,17,4.3
316,Justin Fields,QB,CHI,5,42,45,58,61,61,66,70,62,bye,30,0,0,,,,,,500,50.0
317,Andy Dalton,QB,CHI,64,23,0,0,3,0,0,0,0,bye,29,70,76,,,,,,265,44.2
318,Damien Williams,RB,CHI,30,15,7,19,31,0,11,4,0,bye,0,0,0,,,,,,117,16.7
319,David Montgomery,RB,CHI,41,52,37,36,0,0,0,0,53,bye,56,59,53,,,,,,387,48.4
320,Marquise Goodwin,WR,CHI,26,31,10,29,24,29,35,30,32,bye,42,32,0,,,,,,320,29.1
321,Jimmy Graham,TE,CHI,14,0,7,0,0,0,0,0,18,bye,12,14,21,,,,,,86,14.3
322,Cole Kmet,TE,CHI,51,47,43,57,51,48,59,63,48,bye,53,60,55,,,,,,635,52.9
323,Damiere Byrd,WR,CHI,36,0,0,0,0,15,20,0,0,bye,37,53,65,,,,,,226,37.7
324,Allen Robinson,WR,CHI,63,52,40,40,53,56,62,56,48,bye,0,0,0,,,,,,470,52.2
325,Darnell Mooney,WR,CHI,69,58,44,41,49,57,57,54,50,bye,54,61,72,,,,,,666,55.5
326,Khalil Herbert,RB,CHI,1,0,2,7,34,54,51,59,10,bye,7,10,22,,,,,,257,23.4
327,Marcus Mariota,QB,LV,1,0,0,0,0,0,1,bye,1,0,0,2,0,,,,,,5,1.3
328,Josh Jacobs,RB,LV,45,0,0,36,46,36,24,bye,34,31,31,57,50,,,,,,390,39.0
329,Kenyan Drake,RB,LV,41,47,36,20,12,12,26,bye,31,17,15,16,7,,,,,,280,23.3
330,Derek Carr,QB,LV,86,66,83,57,63,56,66,bye,68,54,47,86,59,,,,,,791,65.9
331,Hunter Renfrow,WR,LV,47,29,43,38,50,32,36,bye,45,39,34,64,54,,,,,,511,42.6
332,Henry Ruggs,WR,LV,56,44,48,46,56,37,47,bye,0,0,0,0,0,,,,,,334,47.7
333,Darren Waller,TE,LV,81,61,66,53,64,46,0,bye,61,49,44,21,0,,,,,,546,54.6
334,Zay Jones,WR,LV,20,0,22,8,12,0,12,bye,66,46,34,60,51,,,,,,331,33.1
335,Willie Snead,WR,Multi,2,4,0,5,6,6,0,0,17,0,0,0,0,,,,,,40,6.7
336,Bryan Edwards,WR,LV,57,49,63,51,51,43,59,bye,64,43,39,63,40,,,,,,622,51.8
337,Alec Ingold,RB,LV,23,17,28,0,0,15,17,bye,14,2,0,0,0,,,,,,116,16.6
338,Ty'Son Williams,RB,BAL,35,37,29,0,14,0,21,bye,18,0,0,2,0,,,,,,156,22.3
339,Trenton Cannon,RB,Multi,9,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,11,1.1
340,Latavius Murray,RB,BAL,21,27,19,45,36,26,0,bye,0,0,30,36,14,,,,,,254,28.2
341,Lamar Jackson,QB,BAL,68,76,58,73,73,65,61,bye,98,73,0,81,74,,,,,,800,72.7
342,Marquise Brown,WR,BAL,47,55,39,45,66,51,63,bye,80,55,0,61,64,,,,,,626,56.9
343,Sammy Watkins,WR,BAL,56,70,46,53,20,0,0,bye,0,23,60,35,34,,,,,,397,44.1
344,Patrick Ricard,RB,BAL,41,48,29,51,0,0,0,bye,61,0,48,60,38,,,,,,376,47.0
345,Josh Oliver,TE,BAL,5,12,11,14,12,19,19,bye,0,10,0,0,8,,,,,,110,12.2
346,Mark Andrews,TE,BAL,55,57,46,46,56,37,50,bye,77,57,58,55,50,,,,,,644,53.7
347,Devin Duvernay,WR,BAL,39,37,33,33,64,34,36,bye,41,44,44,35,44,,,,,,484,40.3
348,Eric Tomlinson,TE,BAL,19,0,0,0,0,0,0,bye,34,0,12,27,25,,,,,,117,23.4
349,Ricky Seals-Jones,TE,WAS,0,7,0,62,82,59,72,70,bye,33,0,0,0,,,,,,385,55.0
350,John Bates,TE,WAS,0,1,1,0,0,13,0,15,bye,47,66,48,38,,,,,,229,28.6
351,Luke Farrell,TE,JAC,0,36,17,16,8,17,bye,18,29,0,0,0,0,,,,,,141,20.1
352,Laquon Treadwell,WR,JAC,0,9,0,0,0,7,bye,0,19,23,33,63,55,,,,,,209,29.9
353,Kendall Hinton,WR,DEN,0,5,0,26,39,51,24,2,22,0,bye,4,14,,,,,,187,20.8
354,Adam Shaheen,TE,MIA,0,20,28,20,21,0,51,41,36,38,46,0,0,,,,,,301,33.4
355,Cethan Carter,TE,MIA,0,16,0,1,0,4,0,0,4,0,0,0,0,,,,,,25,3.6
356,Preston Williams,WR,MIA,0,22,0,0,40,0,30,0,0,18,25,23,0,,,,,,158,26.3
357,Mitchell Trubisky,QB,BUF,0,2,8,9,0,0,bye,0,0,0,6,0,0,,,,,,25,6.3
358,Reggie Gilliam,RB,BUF,0,14,11,18,0,4,bye,0,0,22,7,0,0,,,,,,76,12.7
359,Zack Moss,RB,BUF,0,18,44,40,42,42,bye,47,19,28,16,0,24,,,,,,320,32.0
360,Jake Kumerow,WR,BUF,0,5,0,12,0,1,bye,0,0,0,0,0,0,,,,,,18,6.0
361,Taiwan Jones,RB,BUF,0,0,0,0,0,0,bye,1,0,0,0,0,0,,,,,,1,0.2
362,Rashard Higgins,WR,CLE,0,43,40,41,34,37,42,33,0,26,53,0,bye,,,,,,349,38.8
363,Davis Mills,QB,HOU,0,35,55,47,59,75,56,61,0,bye,0,0,23,,,,,,411,51.4
364,Chris Evans,RB,CIN,0,2,5,0,7,16,0,0,3,bye,10,9,0,,,,,,52,7.4
365,Stanley Morgan,WR,CIN,0,0,0,0,0,0,0,0,14,bye,12,22,5,,,,,,53,7.6
366,Greg Ward,WR,PHI,0,21,16,22,11,0,0,32,1,0,0,7,0,,,,,,110,15.7
367,Jack Stoll,TE,PHI,0,6,0,0,0,0,0,42,0,42,17,0,0,,,,,,107,26.8
368,Trey Sermon,RB,SF,0,1,41,39,2,bye,0,0,0,0,24,0,0,,,,,,107,17.8
369,Jauan Jennings,WR,SF,0,6,0,8,0,bye,9,7,0,32,33,26,29,,,,,,150,18.8
370,Brandon Zylstra,WR,CAR,0,14,19,13,11,36,0,0,0,33,24,28,bye,,,,,,178,22.3
371,Giovanni Ricci,TE,CAR,0,15,0,0,11,0,0,16,0,28,0,4,bye,,,,,,74,14.8
372,Lil'Jordan Humphrey,WR,NO,0,24,0,0,0,bye,13,0,0,0,16,27,30,,,,,,110,22.0
373,Alex Armah,RB,NO,0,2,7,3,0,bye,10,9,10,0,3,0,0,,,,,,44,6.3
374,Dwayne Washington,RB,NO,0,0,0,5,0,bye,0,0,0,4,4,0,0,,,,,,13,1.9
375,Marlon Mack,RB,IND,0,13,0,22,10,9,4,1,0,0,0,0,0,,,,,,59,9.8
376,Jacob Eason,QB,IND,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,5,5.0
377,Tutu Atwell,WR,LAR,0,0,0,0,0,7,0,0,0,0,bye,0,0,,,,,,7,1.2
378,Peyton Barber,RB,LV,0,19,47,1,0,0,0,bye,0,0,1,0,5,,,,,,73,14.6
379,Foster Moreau,TE,LV,0,38,47,0,15,25,66,bye,22,21,17,77,50,,,,,,378,37.8
380,Derek Carrier,TE,LV,0,11,0,0,0,0,0,bye,0,0,0,0,0,,,,,,11,11.0
381,J.J. Taylor,RB,NE,0,5,10,4,0,0,20,0,0,13,0,0,0,,,,,,52,10.4
382,Matthew Slater,WR,NE,0,0,0,1,0,0,0,1,3,2,2,0,0,,,,,,9,1.3
383,Andy Isabella,WR,ARI,0,0,0,0,0,0,0,0,7,0,0,bye,0,,,,,,7,3.5
384,Ben Ellefson,TE,MIN,0,16,0,0,14,0,bye,0,0,0,0,0,0,,,,,,30,15.0
385,Blaine Gabbert,QB,TB,0,3,0,0,12,0,8,0,bye,0,9,0,0,,,,,,32,8.0
386,Cameron Brate,TE,TB,0,21,33,50,28,44,40,37,bye,30,35,17,13,,,,,,348,31.6
387,O.J. Howard,TE,TB,0,11,14,51,44,49,37,28,bye,28,20,0,0,,,,,,282,31.3
388,Scotty Miller,WR,TB,0,12,32,0,0,0,0,0,bye,0,0,4,0,,,,,,48,16.0
389,Christian Blake,WR,ATL,0,13,0,3,16,bye,0,0,3,17,0,0,0,,,,,,52,8.7
390,Olamide Zaccheaus,WR,ATL,0,42,43,61,66,bye,12,21,29,23,25,30,43,,,,,,395,35.9
391,Lee Smith,TE,ATL,0,13,26,0,34,bye,26,18,0,0,22,29,16,,,,,,184,23.0
392,Parker Hesse,TE,ATL,0,6,0,0,0,bye,0,0,0,0,11,23,0,,,,,,40,13.3
393,Tajae Sharpe,WR,ATL,0,13,15,21,63,bye,14,36,47,31,37,46,54,,,,,,377,34.3
394,Josh Rosen,QB,ATL,0,6,0,0,0,bye,0,0,0,15,3,0,0,,,,,,24,8.0
395,Alex Collins,RB,SEA,0,6,14,22,46,39,22,27,bye,30,18,19,0,,,,,,243,24.3
396,MyCole Pruitt,TE,TEN,0,55,37,28,38,16,37,35,27,23,0,27,bye,,,,,,323,32.3
397,Tommy Hudson,TE,TEN,0,21,21,18,0,0,0,0,0,0,5,0,bye,,,,,,65,16.3
398,Josh Reynolds,WR,Multi,0,11,0,78,18,0,30,0,0,0,43,43,60,,,,,,283,40.4
399,Racey McMath,WR,TEN,0,1,17,0,0,0,0,0,0,0,0,0,bye,,,,,,18,9.0
400,Devonta Freeman,RB,BAL,0,10,9,6,20,21,29,bye,57,42,47,40,51,,,,,,332,30.2
401,Jerick McKinnon,RB,KC,0,4,0,8,27,23,22,0,20,20,0,bye,0,,,,,,124,15.5
402,Jody Fortson,WR,KC,0,2,6,15,0,10,0,0,0,0,0,bye,0,,,,,,33,8.3
403,Equanimeous St.,WR,GB,0,6,0,11,12,12,12,67,0,0,21,26,bye,,,,,,167,20.9
404,Anthony Miller,WR,Multi,0,0,35,35,0,0,0,0,0,0,0,25,0,,,,,,95,31.7
405,Chris Moore,WR,HOU,0,0,2,0,37,49,0,15,16,bye,16,11,0,,,,,,146,20.9
406,Royce Freeman,RB,Multi,0,0,11,12,14,23,29,11,0,0,0,0,22,,,,,,122,17.4
407,Case Keenum,QB,CLE,0,0,5,0,0,4,71,0,0,23,0,0,bye,,,,,,103,25.8
408,Odell Beckham,WR,Multi,0,0,52,62,58,32,43,43,0,15,0,61,36,,,,,,402,44.7
409,D'Ernest Johnson,RB,CLE,0,0,5,0,0,12,49,18,16,52,26,0,bye,,,,,,178,22.3
410,Jesse James,TE,CHI,0,0,1,0,0,0,26,38,0,bye,0,23,0,,,,,,88,22.0
411,Phillip Dorsett,WR,Multi,0,0,7,0,0,7,0,0,0,0,0,0,0,,,,,,14,7.0
412,Jacob Hollister,TE,JAC,0,0,46,11,15,5,bye,0,0,0,0,0,0,,,,,,77,19.3
413,Noah Gray,TE,KC,0,0,11,18,0,0,22,0,0,25,18,bye,0,,,,,,94,18.8
414,Tommy Sweeney,TE,BUF,0,0,14,0,10,11,bye,60,58,0,13,0,0,,,,,,166,27.7
415,Cameron Batson,WR,TEN,0,0,27,25,10,0,0,0,0,0,0,0,bye,,,,,,62,15.5
416,Tory Carter,RB,TEN,0,0,3,0,0,0,0,8,0,9,9,20,bye,,,,,,49,9.8
417,Cody White,WR,PIT,0,0,9,0,16,0,bye,0,2,12,0,0,1,,,,,,40,8.0
418,Auden Tate,WR,CIN,0,0,27,20,13,24,0,0,0,bye,0,0,0,,,,,,84,21.0
419,Drew Sample,TE,CIN,0,0,21,0,21,39,0,0,38,bye,37,0,0,,,,,,156,31.2
420,Kenny Stills,WR,NO,0,0,29,17,40,bye,32,0,25,0,0,0,11,,,,,,154,25.7
421,Collin Johnson,WR,NYG,0,0,34,5,30,43,21,24,0,bye,7,0,0,,,,,,164,23.4
422,Evan Engram,TE,NYG,0,0,39,43,50,55,44,47,46,bye,52,54,53,,,,,,483,48.3
423,Cullen Gillaspia,RB,NYG,0,0,1,0,0,0,1,0,0,bye,0,0,0,,,,,,2,0.7
424,KhaDarel Hodge,WR,DET,0,0,5,8,44,52,33,16,bye,4,0,3,7,,,,,,172,19.1
425,James Proche,WR,BAL,0,0,13,24,50,5,16,bye,0,0,0,0,0,,,,,,108,21.6
426,Will Fuller,WR,MIA,0,0,51,14,0,0,0,0,0,0,0,0,0,,,,,,65,32.5
427,Damarea Crockett,RB,DEN,0,0,4,0,0,0,0,0,0,0,bye,0,0,,,,,,4,4.0
428,Keelan Cole,WR,NYJ,0,0,27,36,31,bye,26,55,38,32,13,64,0,,,,,,322,35.8
429,Ben Skowronek,WR,LAR,0,0,2,0,0,11,1,20,0,42,bye,0,16,,,,,,92,13.1
430,Jaelon Darden,WR,TB,0,0,3,0,0,0,13,9,bye,4,8,0,0,,,,,,37,6.2
431,Josiah Deguara,TE,GB,0,0,17,24,0,15,11,16,15,25,27,35,bye,,,,,,185,20.6
432,Noah Brown,WR,DAL,0,0,22,21,23,18,bye,13,25,28,43,69,12,,,,,,274,27.4
433,Nick Ralston,RB,DAL,0,0,1,0,0,0,bye,0,0,0,0,0,0,,,,,,1,1.0
434,Trenton Irwin,WR,CIN,0,0,0,16,0,11,3,0,0,bye,0,0,5,,,,,,35,8.8
435,Tavon Austin,WR,JAC,0,0,0,41,24,17,bye,28,0,14,12,13,16,,,,,,165,20.6
436,Garrett Griffin,TE,NO,0,0,0,17,17,bye,0,27,0,0,10,0,32,,,,,,103,20.6
437,John Ross,WR,NYG,0,0,0,28,41,32,37,16,0,bye,11,11,21,,,,,,197,24.6
438,Jeremy Sprinkle,TE,DAL,0,0,0,14,0,8,bye,0,0,0,0,0,0,,,,,,22,7.3
439,Rodney Smith,RB,CAR,0,0,0,26,0,0,0,0,0,0,0,0,bye,,,,,,26,26.0
440,Colin Thompson,TE,CAR,0,0,0,12,0,0,4,0,9,0,0,0,bye,,,,,,25,8.3
441,Kylen Granson,TE,IND,0,0,0,30,8,0,5,10,4,12,24,9,30,,,,,,132,14.7
442,Jamison Crowder,WR,NYJ,0,0,0,38,34,bye,52,51,61,64,41,33,46,,,,,,420,46.7
443,Trevon Wesco,TE,NYJ,0,0,0,18,24,bye,16,0,15,8,0,21,0,,,,,,102,17.0
444,J.P. Holtz,TE,CHI,0,0,0,11,0,0,0,6,0,bye,0,5,0,,,,,,22,7.3
445,Feleipe Franks,QB,ATL,0,0,0,1,0,bye,0,0,2,1,1,0,0,,,,,,5,1.0
446,Wayne Gallman,RB,ATL,0,0,0,10,3,bye,3,0,0,23,2,5,0,,,,,,46,7.7
447,Curtis Samuel,WR,WAS,0,0,0,25,5,0,0,0,bye,0,0,20,20,,,,,,70,17.5
448,Buddy Howell,RB,LAR,0,0,0,0,0,0,0,6,0,0,bye,0,0,,,,,,6,1.2
449,Colt McCoy,QB,ARI,0,0,0,2,0,7,5,0,68,33,83,bye,0,,,,,,198,33.0
450,Jacques Patrick,RB,SF,0,0,0,6,0,bye,0,0,0,0,0,0,0,,,,,,6,6.0
451,Ross Dwelley,TE,SF,0,0,0,8,59,bye,27,0,0,9,0,0,0,,,,,,103,25.8
452,Drew Lock,QB,DEN,0,0,0,30,0,0,0,0,0,0,bye,19,0,,,,,,49,24.5
453,Le'Veon Bell,RB,BAL,0,0,0,20,0,22,22,bye,23,31,0,0,0,,,,,,118,23.6
454,Tylan Wallace,WR,BAL,0,0,0,1,3,2,2,bye,0,0,0,3,1,,,,,,12,2.0
455,N'Keal Harry,WR,NE,0,0,0,15,22,0,30,27,0,35,26,0,25,,,,,,180,25.7
456,Jakob Johnson,RB,NE,0,0,0,16,0,0,28,22,0,0,26,0,0,,,,,,92,23.0
457,Codey McElroy,TE,TB,0,0,0,4,12,0,0,0,bye,0,0,0,0,,,,,,16,8.0
458,Geno Smith,QB,SEA,0,0,0,0,25,65,56,57,bye,0,0,0,0,,,,,,203,50.8
459,Colby Parkinson,TE,SEA,0,0,0,0,35,0,0,0,bye,0,4,0,0,,,,,,39,19.5
460,Antony Auclair,TE,HOU,0,0,0,0,20,0,0,0,36,bye,0,0,0,,,,,,56,28.0
461,Isaiah Ford,WR,MIA,0,0,0,0,3,5,19,8,0,11,0,12,14,,,,,,72,10.3
462,Marcus Johnson,WR,TEN,0,0,0,0,48,20,29,48,3,38,14,0,bye,,,,,,200,28.6
463,Kalen Ballage,RB,PIT,0,0,0,0,10,12,bye,3,7,5,9,8,0,,,,,,54,7.7
464,David Moore,WR,DEN,0,0,0,0,4,0,0,0,0,0,bye,0,0,,,,,,4,4.0
465,Tyrie Cleveland,WR,DEN,0,0,0,0,5,10,4,0,0,0,bye,0,0,,,,,,19,4.8
466,Tyler Davis,TE,GB,0,0,0,0,4,0,1,0,0,12,0,0,bye,,,,,,17,4.3
467,Dax Milne,WR,WAS,0,0,0,0,34,12,29,21,bye,20,12,0,0,,,,,,128,21.3
468,Nathan Peterman,QB,LV,0,0,0,0,4,0,0,bye,0,0,0,0,0,,,,,,4,4.0
469,Jalen Richard,RB,LV,0,0,0,0,10,8,16,bye,5,6,0,0,0,,,,,,45,9.0
470,Jesper Horsted,TE,CHI,0,0,0,0,2,0,1,0,0,bye,0,0,0,,,,,,3,1.0
471,Joshua Kelley,RB,LAC,0,0,0,0,26,18,bye,0,17,8,0,16,0,,,,,,85,17.0
472,Mike Glennon,QB,NYG,0,0,0,0,39,0,0,0,0,bye,0,0,65,,,,,,104,52.0
473,Eno Benjamin,RB,ARI,0,0,0,0,0,0,4,0,17,15,18,bye,4,,,,,,58,9.7
474,Travis Benjamin,WR,SF,0,0,0,0,15,bye,0,0,0,0,0,0,3,,,,,,18,9.0
475,Charlie Woerner,TE,SF,0,0,0,0,21,bye,30,45,0,0,0,19,7,,,,,,122,24.4
476,Josh Gordon,WR,KC,0,0,0,0,9,0,8,32,19,0,29,bye,0,,,,,,97,19.4
477,Hunter Long,TE,MIA,0,0,0,0,0,9,0,0,0,0,0,0,10,,,,,,19,9.5
478,Tom Kennedy,WR,DET,0,0,0,0,0,8,0,14,bye,0,0,0,0,,,,,,22,11.0
479,Trayveon Williams,RB,CIN,0,0,0,0,0,12,0,0,0,bye,0,0,0,,,,,,12,6.0
480,Brandon Allen,QB,CIN,0,0,0,0,0,13,0,0,6,bye,0,10,0,,,,,,29,9.7
481,Shi Smith,WR,CAR,0,0,0,0,0,8,20,24,0,0,0,0,bye,,,,,,52,17.3
482,T.Y. Hilton,WR,IND,0,0,0,0,0,24,0,35,0,39,28,42,32,,,,,,200,33.3
483,Dante Pettis,WR,NYG,0,0,0,0,0,46,35,1,0,bye,0,0,0,,,,,,82,27.3
484,John Wolford,QB,LAR,0,0,0,0,0,10,0,9,0,0,bye,0,0,,,,,,19,9.5
485,Tyler Huntley,QB,BAL,0,0,0,0,0,4,12,bye,0,0,81,0,0,,,,,,97,32.3
486,Miles Boykin,WR,BAL,0,0,0,0,0,4,0,bye,0,0,0,0,0,,,,,,4,4.0
487,Rashod Bateman,WR,BAL,0,0,0,0,0,45,46,bye,65,40,57,36,33,,,,,,322,46.0
488,Artavis Pierce,RB,CHI,0,0,0,0,0,3,0,0,0,bye,0,0,0,,,,,,3,3.0
489,Johnny Stanton,RB,CLE,0,0,0,0,0,2,11,0,0,1,0,0,bye,,,,,,14,4.7
490,Mike Boone,RB,DEN,0,0,0,0,0,6,0,0,0,0,bye,0,17,,,,,,23,7.7
491,Malik Turner,WR,DAL,0,0,0,0,0,1,bye,0,18,23,8,0,18,,,,,,68,13.6
492,John Kelly,RB,CLE,0,0,0,0,0,0,3,0,0,0,0,0,bye,,,,,,3,3.0
493,John Brown,WR,Multi,0,0,0,0,0,0,6,0,0,0,4,3,0,,,,,,13,4.3
494,Logan Woodside,QB,TEN,0,0,0,0,0,0,1,1,1,0,0,0,bye,,,,,,3,1.0
495,Darrynton Evans,RB,TEN,0,0,0,0,0,0,6,0,0,0,0,0,bye,,,,,,6,6.0
496,Mason Kinsey,WR,TEN,0,0,0,0,0,0,3,0,0,0,0,0,bye,,,,,,3,3.0
497,Chad Henne,QB,KC,0,0,0,0,0,0,18,0,0,3,0,bye,0,,,,,,21,10.5
498,Derrick Gore,RB,KC,0,0,0,0,0,0,5,16,10,11,0,bye,0,,,,,,42,10.5
499,Brian Hoyer,QB,NE,0,0,0,0,0,0,12,0,6,9,0,1,0,,,,,,28,7.0
500,Mike White,QB,NYJ,0,0,0,0,0,bye,47,79,14,71,0,0,0,,,,,,211,52.8
501,Antonio Gandy-Golden,WR,WAS,0,0,0,0,0,0,6,0,bye,0,0,0,0,,,,,,6,6.0
502,David Sills,WR,NYG,0,0,0,0,0,0,27,0,0,bye,0,0,0,,,,,,27,27.0
