,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
238,Derek Watt,RB,LAC,7,8,12,6,6,12,13,5,bye,13,15,7,7,10,3,6,12,142,8.9
239,Kevin Hogan,QB,CLE,0,19,0,14,34,67,0,0,bye,0,0,0,0,0,0,0,0,134,33.5
240,Tyreek Hill,WR,KC,50,47,39,58,46,42,40,53,48,bye,64,48,42,69,63,67,0,776,51.7
241,Johnny Holton,WR,OAK,1,4,7,12,4,3,6,13,6,0,14,46,51,28,12,11,12,230,14.4
242,DeAndre Washington,RB,OAK,16,13,16,6,0,5,25,32,9,0,24,14,14,14,9,16,7,220,14.7
243,Marcus Johnson,WR,PHI,7,0,7,9,14,6,10,21,20,bye,13,0,0,0,0,0,39,146,14.6
244,Jerell Adams,TE,NYG,3,1,0,6,14,11,2,bye,8,7,11,6,7,5,19,27,46,173,10.8
245,Nate Sudfeld,QB,PHI,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,40,40,40.0
246,Ben Braunecker,TE,CHI,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,2,2,4,0.5
247,Jake Rudock,QB,DET,1,0,0,0,0,0,bye,0,0,0,0,0,9,0,0,0,0,10,3.3
248,Dwayne Washington,RB,DET,14,7,0,0,0,0,bye,14,11,4,0,0,0,0,0,0,0,50,10.0
249,Trevor Davis,WR,GB,6,17,0,3,0,0,0,bye,6,7,1,3,1,3,1,16,39,103,6.4
250,Geronimo Allison,WR,GB,0,61,47,16,13,8,5,bye,17,12,8,8,9,19,45,53,22,343,22.9
251,Danny Vitale,RB,CLE,4,6,10,5,14,11,10,8,bye,13,7,11,4,17,8,5,0,133,8.9
252,Mike Thomas,WR,LAR,0,0,0,0,0,2,0,bye,0,0,8,7,1,5,15,2,60,100,12.5
253,Peyton Barber,RB,TB,bye,16,0,4,0,0,3,3,23,7,3,10,52,31,32,25,45,254,15.9
254,Chester Rogers,WR,IND,0,0,0,0,0,7,34,26,15,42,bye,41,54,66,53,58,51,447,40.6
255,Kalif Raymond,WR,Multi,0,0,0,0,0,0,0,0,0,0,2,1,0,8,22,0,0,33,4.1
256,Marvin Hall,WR,ATL,0,0,0,0,bye,12,0,6,0,17,8,0,7,10,9,7,0,76,9.5
257,Jaydon Mickens,WR,JAC,0,0,0,0,0,0,4,bye,3,10,9,7,0,1,29,39,1,103,10.3
258,Jalen Richard,RB,OAK,14,17,6,6,25,17,26,26,12,0,11,5,13,15,8,9,6,216,13.5
259,Andy Jones,WR,Multi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1.7
260,C.J. Ham,RB,MIN,9,5,22,7,6,6,12,17,bye,12,19,15,25,8,20,13,7,203,12.7
261,J.D. McKissic,RB,SEA,0,0,0,10,18,bye,23,16,30,20,50,31,9,31,35,2,22,297,22.8
262,Garrett Griffin,TE,NO,0,0,0,0,bye,0,0,0,0,0,0,0,2,0,20,0,16,38,12.7
263,Tommylee Lewis,WR,NO,11,14,16,15,bye,0,12,10,0,5,3,2,1,6,14,1,2,112,7.5
264,Elijhaa Penny,RB,ARI,1,7,2,4,3,4,0,bye,3,0,3,2,5,8,21,17,16,96,6.0
265,Dalvin Cook,RB,MIN,51,37,54,27,0,0,0,0,bye,0,0,0,0,0,0,0,0,169,42.3
266,Mike Williams,WR,LAC,0,0,0,0,0,11,14,22,bye,27,41,1,0,35,30,25,28,234,23.4
267,Leonard Fournette,RB,JAC,39,40,37,39,39,41,0,bye,0,45,52,28,51,50,0,49,52,562,43.2
268,O.J. Howard,TE,TB,bye,46,34,42,41,45,51,39,37,50,46,53,55,56,13,0,0,608,43.4
269,Mitchell Trubisky,QB,CHI,0,0,0,0,61,80,38,67,bye,60,63,55,37,76,69,62,56,724,60.3
270,Corey Davis,WR,TEN,42,23,0,0,0,0,0,bye,39,80,54,42,43,46,54,54,42,519,47.2
271,John Ross,WR,CIN,0,5,0,0,0,bye,0,6,0,6,0,0,0,0,0,0,0,17,5.7
272,DeShone Kizer,QB,CLE,66,52,77,51,42,0,35,59,bye,74,55,67,63,58,63,59,65,886,59.1
273,Christian McCaffrey,RB,CAR,47,44,41,48,37,61,53,38,53,42,bye,49,40,43,49,49,52,746,46.6
274,Deshaun Watson,QB,HOU,48,66,71,78,64,66,bye,71,0,0,0,0,0,0,0,0,0,464,66.3
275,David Njoku,TE,CLE,29,34,30,33,35,26,28,24,bye,46,21,41,34,34,31,30,24,500,31.3
276,Chris Godwin,WR,TB,bye,29,11,9,17,14,22,14,18,69,22,19,17,40,33,54,58,446,27.9
277,D'Onta Foreman,RB,HOU,2,17,17,24,9,23,bye,1,20,16,18,0,0,0,0,0,0,147,14.7
278,Evan Engram,TE,NYG,47,43,57,67,57,38,47,bye,58,52,58,51,53,63,73,13,0,777,51.8
279,Patrick Mahomes,QB,KC,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,62,62,62.0
280,Nathan Peterman,QB,BUF,0,0,0,0,0,bye,0,0,0,11,25,0,22,40,0,0,0,98,24.5
281,C.J. Beathard,QB,SF,0,0,0,1,0,54,66,66,74,61,bye,68,0,0,0,0,0,390,55.7
282,Joe Mixon,RB,CIN,22,16,34,31,36,bye,22,35,28,31,35,46,17,0,0,6,25,384,27.4
283,Alvin Kamara,RB,NO,31,17,17,26,bye,31,37,31,26,29,46,32,37,6,32,37,31,466,29.1
284,Wayne Gallman,RB,NYG,0,0,0,31,26,15,22,bye,17,10,16,22,14,37,36,51,26,323,24.8
285,Samaje Perine,RB,WAS,0,26,30,12,bye,25,0,0,6,20,48,50,34,40,32,34,2,359,22.4
286,Jamaal Williams,RB,GB,6,10,4,12,2,0,0,bye,9,35,60,45,48,50,42,62,56,441,27.6
287,Kareem Hunt,RB,KC,39,39,37,50,55,42,45,46,31,bye,50,38,40,51,43,54,5,665,41.6
288,Taywan Taylor,WR,TEN,6,12,26,24,33,30,32,bye,7,14,18,9,19,6,4,2,5,247,15.4
289,JuJu Smith-Schuster,WR,PIT,25,39,51,54,66,43,31,51,bye,54,66,0,54,0,65,51,56,706,50.4
290,Chad Hansen,WR,NYJ,12,2,0,1,2,11,6,9,32,48,bye,28,48,35,34,26,47,341,22.7
291,Zay Jones,WR,BUF,66,49,55,44,66,bye,55,55,40,0,53,57,65,41,44,53,50,793,52.9
292,Cooper Kupp,WR,LAR,39,30,38,49,63,35,63,bye,39,56,55,61,51,45,49,63,0,736,49.1
293,Curtis Samuel,WR,CAR,12,13,36,0,15,23,19,18,49,40,bye,0,0,0,0,0,0,225,25.0
294,Amara Darboh,WR,SEA,5,14,11,16,18,bye,21,10,14,25,12,8,8,4,10,7,8,191,11.9
295,Dede Westbrook,WR,JAC,0,0,0,0,0,0,0,bye,0,0,34,45,54,50,55,83,59,380,54.3
296,Josh Reynolds,WR,LAR,17,2,6,7,11,6,0,bye,17,10,8,62,42,26,16,2,47,279,17.4
297,Noah Brown,WR,DAL,0,5,8,7,0,bye,19,5,0,8,9,7,16,24,18,13,22,161,12.4
298,Marlon Mack,RB,IND,17,11,0,0,17,14,32,39,27,25,bye,19,30,17,24,15,22,309,22.1
299,Corey Clement,RB,PHI,0,1,7,19,23,10,12,19,28,bye,19,15,28,27,10,27,11,256,16.0
300,James Conner,RB,PIT,8,4,0,6,6,5,6,4,bye,1,8,1,3,7,9,0,0,68,4.9
301,Brian Hill,RB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,0,19,2.7
302,Tarik Cohen,RB,CHI,28,40,28,18,17,26,7,18,bye,13,31,19,16,37,25,18,19,360,22.5
303,Elijah McGuire,RB,NYJ,0,12,12,19,36,25,7,3,20,36,bye,18,19,1,21,10,29,268,16.8
304,Adam Shaheen,TE,CHI,8,5,15,8,11,19,19,19,bye,32,46,17,9,32,0,0,0,240,18.5
305,Gerald Everett,TE,LAR,29,16,11,21,26,18,18,bye,15,20,19,24,18,12,6,11,33,297,18.6
306,Jonnu Smith,TE,TEN,23,37,48,22,36,43,49,bye,30,47,38,34,35,28,16,25,41,552,34.5
307,Jeremy Sprinkle,TE,WAS,0,0,7,7,bye,0,0,0,25,23,15,18,2,2,3,14,11,127,11.5
308,Cooper Rush,QB,DAL,0,0,0,0,0,bye,12,0,0,0,3,0,0,0,0,0,0,15,7.5
309,Austin Ekeler,RB,LAC,3,0,6,3,12,7,18,17,bye,23,32,26,20,18,10,0,0,195,12.2
310,Kenny Golladay,WR,DET,44,33,45,0,0,0,bye,0,0,11,35,40,48,58,50,58,51,473,43.0
311,Mack Hollins,WR,PHI,5,17,8,9,14,9,8,18,30,bye,10,38,17,38,13,9,44,287,17.9
312,Krishawn Hogan,WR,IND,0,0,0,7,3,0,0,0,0,0,bye,0,0,0,0,0,0,10,5.0
313,George Kittle,TE,SF,54,43,37,75,40,66,31,41,33,0,bye,25,27,20,28,35,36,591,39.4
314,Antony Auclair,TE,TB,bye,0,0,0,1,0,0,0,0,0,21,16,14,11,23,33,49,168,21.0
315,Trent Taylor,WR,SF,24,22,37,47,35,44,46,39,15,0,bye,47,31,31,34,25,15,492,32.8
316,Jacob Hollister,TE,NE,0,16,7,3,8,1,1,4,bye,2,3,8,7,2,3,13,8,86,5.7
317,Austin Carr,WR,NO,0,0,0,3,bye,0,0,0,0,0,0,0,0,0,0,0,0,3,3.0
318,Josh Malone,WR,CIN,0,0,0,0,0,bye,13,19,31,30,18,27,33,26,23,16,11,247,22.5
319,Cethan Carter,TE,CIN,0,0,2,9,16,bye,5,11,1,0,0,0,0,0,5,0,0,49,3.1
320,Darrell Daniels,TE,IND,13,15,17,22,49,6,10,5,5,12,bye,0,0,0,0,8,34,196,16.3
321,Isaiah McKenzie,WR,DEN,0,30,9,6,bye,12,0,12,14,1,0,0,5,0,0,15,27,131,11.9
322,Ryan Switzer,WR,DAL,2,6,2,8,3,bye,11,12,1,6,4,2,0,2,4,3,26,92,5.8
323,Blake Jarwin,TE,DAL,0,0,0,0,0,bye,0,0,0,4,0,0,0,0,0,0,0,4,4.0
324,Tanner Gentry,WR,CHI,0,8,0,0,0,76,33,65,bye,0,0,0,0,0,0,0,0,182,45.5
325,Jamal Agnew,WR,DET,1,0,0,0,0,0,bye,1,3,2,4,0,0,0,2,11,57,81,6.2
326,Aaron Jones,RB,GB,0,0,0,30,53,43,44,bye,20,6,0,0,2,8,26,4,0,236,19.7
327,Eric Saubert,TE,ATL,2,1,1,0,bye,1,0,0,2,0,3,3,2,0,5,0,10,30,2.1
328,Alex Armah,RB,CAR,0,0,0,0,1,2,3,0,17,17,bye,0,6,0,0,0,0,46,5.1
329,Ricky Seals-Jones,TE,ARI,0,0,0,0,1,0,0,bye,0,0,8,17,15,18,31,37,6,133,13.3
330,Johnny Mundt,TE,LAR,0,0,0,0,0,0,0,bye,0,3,1,0,0,0,0,0,0,4,2.0
331,Chris Carson,RB,SEA,26,51,41,35,0,bye,0,0,0,0,0,0,0,0,0,0,0,153,38.3
332,David Moore,WR,SEA,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,9,9,9.0
333,Taquan Mizzell,RB,CHI,0,0,0,0,0,0,1,1,bye,0,0,0,0,0,0,0,0,2,0.7
334,JoJo Natson,WR,NYJ,0,0,0,0,0,0,0,0,0,0,bye,1,3,1,8,2,6,21,3.0
335,Keelan Cole,WR,JAC,19,44,37,46,27,41,41,bye,49,69,45,57,48,40,51,75,60,749,46.8
336,Evan Baylis,TE,Multi,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16.0
337,Dare Ogunbowale,RB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5
338,Sean Culkin,TE,LAC,11,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,11,11.0
339,Marcus Kemp,WR,KC,0,0,0,0,0,8,0,0,0,bye,0,0,0,0,0,0,0,8,8.0
340,Isaac Whitney,WR,OAK,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,16,8.0
341,Pharaoh Brown,TE,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,39,19.5
342,Matt Breida,RB,SF,13,9,16,26,35,17,15,21,17,17,bye,7,24,32,19,22,20,310,19.4
343,Victor Bolden,WR,SF,0,1,1,12,3,3,0,0,6,1,bye,0,0,0,0,0,0,27,3.0
344,Kendrick Bourne,WR,SF,3,0,0,0,0,0,23,24,40,29,bye,33,25,31,31,26,18,283,25.7
345,Tyrone Swoopes,TE,SEA,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,2,2,2.0
346,Taysom Hill,QB,NO,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2
347,Patrick Ricard,RB,BAL,13,5,11,7,15,23,3,18,6,bye,7,13,19,15,20,3,9,187,11.7
348,Trey Edmunds,RB,NO,0,0,0,0,bye,0,0,0,0,13,0,0,0,0,0,0,0,13,0.8
