,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,TTL,AVG
233,Austin Hooper,TE,CLE,38,42,49,56,52,44,46,38,35,37,48,54,bye,65,0,37,35,676,45.1,
234,Harrison Bryant,TE,CLE,19,31,33,29,31,0,30,23,25,23,31,16,bye,0,22,19,19,351,25.1,
235,Donovan Peoples-Jones,WR,CLE,47,46,53,46,49,46,0,0,29,50,0,45,bye,60,52,59,64,646,49.7,
236,Demetric Felton,RB,CLE,0,3,11,6,3,12,22,9,6,0,12,1,bye,6,29,4,0,124,8.9,
237,Tony Jones,RB,NO,22,12,13,9,0,bye,0,0,0,0,10,21,0,20,0,2,9,118,13.1,
238,Jameis Winston,QB,NO,60,42,59,60,56,bye,74,20,0,0,0,0,0,0,0,0,0,371,53.0,
239,Alvin Kamara,RB,NO,45,37,52,59,49,bye,61,51,52,0,0,0,0,52,37,31,45,571,47.6,
240,Taysom Hill,QB,NO,22,10,33,34,9,bye,0,0,17,21,0,0,70,70,61,0,58,405,36.8,
241,Juwan Johnson,TE,NO,12,18,8,14,6,bye,20,17,0,10,0,0,24,23,22,0,27,201,16.8,
242,Deonte Harty,WR,NO,27,21,19,33,2,bye,0,24,23,26,27,23,28,0,0,0,24,277,23.1,
243,Marquez Callaway,WR,NO,52,32,38,56,46,bye,68,59,60,52,50,34,48,50,52,41,49,787,49.2,
244,Chris Hogan,WR,NO,14,16,16,14,8,bye,0,0,0,0,0,0,0,0,0,0,0,68,13.6,
245,Ty Montgomery,RB,NO,16,14,13,34,25,bye,12,33,0,6,0,29,36,0,20,24,8,270,20.8,
246,Adam Trautman,TE,NO,51,0,51,39,48,bye,64,66,67,56,44,0,0,0,35,0,0,521,52.1,
247,Kylin Hill,RB,GB,14,5,0,0,2,0,5,0,0,0,0,0,bye,0,0,0,0,26,3.3,
248,Randall Cobb,WR,GB,15,12,21,33,35,0,35,50,33,50,45,19,bye,0,0,0,0,348,31.6,
249,Aaron Jones,RB,GB,28,45,46,45,44,35,41,48,40,34,0,40,bye,29,39,33,31,578,38.5,
250,AJ Dillon,RB,GB,16,19,18,29,21,25,13,29,24,36,44,42,bye,35,23,26,39,439,27.4,
251,Malik Taylor,WR,GB,15,0,0,0,4,0,0,5,0,1,0,0,bye,1,1,0,0,27,3.9,
252,Robert Tonyan,TE,GB,28,28,46,56,38,37,38,35,0,0,0,0,bye,0,0,0,0,306,38.3,
253,Marcedes Lewis,TE,GB,15,0,0,35,29,40,21,31,29,42,0,33,bye,36,31,25,0,367,30.6,
254,Allen Lazard,WR,GB,39,0,42,57,55,50,51,0,53,44,0,53,bye,53,49,51,56,653,50.2,
255,Marquez Valdes-Scantling,WR,GB,36,43,40,0,0,0,0,0,34,49,48,57,bye,43,41,0,49,440,44.0,
256,Amari Rodgers,WR,GB,15,0,2,7,5,6,4,16,0,4,1,2,bye,10,0,0,0,72,4.8,
257,Davante Adams,WR,GB,40,57,56,63,58,50,48,0,58,70,52,80,bye,58,57,55,62,864,57.6,
258,Dominique Dafney,TE,GB,19,0,0,0,0,0,0,0,25,0,16,20,bye,0,0,0,19,99,19.8,
259,Aaron Rodgers,QB,GB,42,62,63,72,64,59,56,73,0,74,58,82,bye,63,62,59,63,952,63.5,
260,Jordan Love,QB,GB,15,3,0,0,0,0,0,0,63,0,1,0,bye,0,0,0,12,94,18.8,
261,Daniel Jones,QB,NYG,61,69,70,63,29,75,72,60,56,bye,58,60,0,0,0,0,0,673,61.2,
262,Devontae Booker,RB,NYG,24,10,0,7,60,54,59,56,41,bye,21,10,23,28,28,41,27,489,32.6,
263,Saquon Barkley,RB,NYG,29,58,60,56,6,0,0,0,0,bye,36,52,49,38,37,26,30,477,39.8,
264,Darius Slayton,WR,NYG,43,39,9,0,0,0,44,52,31,bye,34,44,52,46,39,61,0,494,41.2,
265,Elijhaa Penny,RB,NYG,3,3,8,0,6,15,22,7,16,bye,0,5,0,5,2,13,0,105,8.8,
266,Kadarius Toney,WR,NYG,5,0,46,49,37,6,0,34,31,bye,35,0,0,0,0,39,0,282,31.3,
267,Sterling Shepard,WR,NYG,58,64,24,0,0,68,0,23,0,bye,0,0,0,56,51,0,0,344,49.1,
268,C.J. Board,WR,NYG,6,6,22,19,21,6,0,0,0,bye,0,0,0,0,0,0,0,80,13.3,
269,Kyle Rudolph,TE,NYG,47,49,0,37,41,34,41,21,31,bye,14,0,27,25,27,17,26,437,31.2,
270,Gary Brightwell,RB,NYG,8,0,2,0,0,0,0,0,0,bye,1,1,0,0,0,0,0,12,1.7,
271,Kenny Golladay,WR,NYG,52,58,48,58,24,0,0,0,31,bye,44,46,38,61,57,61,45,623,47.9,
272,Kaden Smith,TE,NYG,29,32,28,0,24,0,0,0,0,bye,0,0,0,0,0,0,0,113,28.3,
273,Melvin Gordon,RB,DEN,33,41,36,30,36,43,29,30,41,25,bye,26,0,34,31,23,30,488,32.5,
274,Teddy Bridgewater,QB,DEN,66,69,67,31,60,81,50,53,78,58,bye,43,77,68,43,0,0,844,60.3,
275,Javonte Williams,RB,DEN,33,28,27,31,25,38,21,23,37,33,bye,36,60,33,44,22,30,521,32.6,
276,Albert Okwuegbunam,TE,DEN,37,37,29,16,0,0,0,26,63,24,bye,28,33,38,30,14,30,405,31.2,
277,KJ Hamler,WR,DEN,24,49,15,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,88,29.3,
278,Courtland Sutton,WR,DEN,53,53,51,58,54,71,47,46,65,55,bye,45,68,59,69,33,52,879,54.9,
279,Noah Fant,TE,DEN,51,53,58,57,58,72,45,41,0,44,bye,53,58,50,60,38,53,791,52.7,
280,Jerry Jeudy,WR,DEN,31,0,0,0,0,0,0,38,47,45,bye,35,56,41,52,31,0,376,41.8,
281,Eric Saubert,TE,DEN,22,24,24,8,0,28,21,0,49,6,bye,19,0,0,0,0,19,220,22.0,
282,Tim Patrick,WR,DEN,46,51,51,56,57,72,47,50,48,53,bye,50,67,52,71,36,0,807,53.8,
283,Diontae Spencer,WR,DEN,0,4,24,3,2,2,4,0,0,1,bye,1,4,3,2,1,3,54,3.6,
284,Brandon Bolden,RB,NE,2,0,33,19,24,11,21,25,29,18,17,19,6,bye,38,34,18,314,20.9,
285,Rhamondre Stevenson,RB,NE,5,0,0,0,22,18,0,12,17,37,22,20,32,bye,31,0,40,256,23.3,
286,Jonnu Smith,TE,NE,55,29,30,28,40,39,17,49,28,0,33,34,39,bye,17,21,42,501,33.4,
287,James White,RB,NE,28,29,6,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,63,21.0,
288,Damien Harris,RB,NE,40,25,22,36,21,26,35,41,24,0,25,22,13,bye,0,31,16,377,26.9,
289,Hunter Henry,TE,NE,54,48,52,40,40,37,60,50,35,55,32,41,0,bye,55,55,39,693,46.2,
290,Kendrick Bourne,WR,NE,33,32,55,36,32,25,41,23,33,29,29,33,15,bye,48,30,43,537,33.6,
291,Jakobi Meyers,WR,NE,74,52,69,56,58,34,59,71,55,48,56,52,0,bye,64,48,56,852,56.8,
292,Nelson Agholor,WR,NE,64,51,58,43,43,32,43,61,54,47,49,50,25,bye,32,0,0,652,46.6,
293,Gunner Olszewski,WR,NE,11,5,16,0,0,1,9,0,1,0,0,0,0,bye,3,4,14,64,4.3,
294,Mac Jones,QB,NE,75,59,72,59,64,54,64,77,56,58,64,59,51,bye,68,64,59,1003,62.7,
295,Tua Tagovailoa,QB,MIA,52,9,0,0,0,69,73,69,0,32,72,74,69,bye,68,61,61,709,59.1,
296,Jacoby Brissett,QB,MIA,2,65,83,52,54,1,0,0,74,37,0,0,0,bye,3,4,1,376,34.2,
297,Myles Gaskin,RB,MIA,29,45,43,12,37,25,46,40,54,42,53,37,44,bye,26,20,15,568,35.5,
298,Malcolm Brown,RB,MIA,16,9,34,35,0,25,5,0,0,0,0,0,0,bye,0,0,0,124,20.7,
299,Salvon Ahmed,RB,MIA,11,23,0,5,11,19,22,16,14,9,0,13,22,bye,0,0,0,165,15.0,
300,Albert Wilson,WR,MIA,22,41,0,25,0,23,0,0,17,38,38,35,40,bye,41,0,0,320,32.0,
301,Jaylen Waddle,WR,MIA,43,47,73,41,43,65,61,65,65,61,55,55,53,bye,0,58,57,842,56.1,
302,DeVante Parker,WR,MIA,45,55,64,47,0,0,0,63,0,0,0,0,49,bye,63,46,58,490,54.4,
303,Mike Gesicki,TE,MIA,21,47,55,36,42,49,60,67,59,56,51,59,46,bye,45,49,47,789,49.3,
304,Durham Smythe,TE,MIA,38,22,34,21,36,58,29,0,45,41,51,66,42,bye,65,51,41,640,42.7,
305,Jakeem Grant,WR,Multi,7,7,2,0,2,2,0,6,1,0,8,19,48,29,10,0,6,147,10.5,
306,Mack Hollins,WR,MIA,7,16,24,0,14,68,39,4,60,13,22,19,9,bye,13,11,12,331,22.1,
307,Darrell Henderson,RB,LAR,49,40,0,61,44,54,57,41,47,41,bye,50,0,0,18,5,0,507,42.3,
308,Sony Michel,RB,LAR,3,16,48,7,23,12,8,20,31,14,bye,12,66,58,48,63,57,486,30.4,
309,Matthew Stafford,QB,LAR,52,59,65,68,67,56,65,58,78,55,bye,62,63,58,66,70,58,1000,62.5,
310,Robert Woods,WR,LAR,40,58,57,65,66,58,63,58,78,0,bye,0,0,0,0,0,0,543,60.3,
311,Tyler Higbee,TE,LAR,52,59,49,54,56,66,65,46,76,54,bye,62,63,0,0,64,56,822,58.7,
312,Van Jefferson,WR,LAR,36,54,50,46,39,42,61,56,75,52,bye,61,53,46,61,67,31,830,51.9,
313,Cooper Kupp,WR,LAR,49,59,53,65,59,55,63,58,78,55,bye,62,64,52,62,68,58,960,60.0,
314,DeSean Jackson,WR,Multi,14,0,21,22,20,16,4,0,0,9,16,42,24,32,20,36,16,292,20.9,
315,Johnny Mundt,TE,LAR,15,0,31,20,0,0,0,0,0,0,bye,0,0,0,0,0,0,66,22.0,
316,Jake Funk,RB,LAR,0,3,14,0,0,0,0,0,0,0,bye,0,0,0,0,2,0,19,3.8,
317,Justin Fields,QB,CHI,5,42,45,58,61,61,66,70,62,bye,30,0,0,62,73,0,0,635,52.9,
318,Andy Dalton,QB,CHI,64,23,0,0,3,0,0,0,0,bye,29,70,76,0,0,0,65,330,47.1,
319,Damien Williams,RB,CHI,30,15,7,19,31,0,11,4,0,bye,0,0,0,7,5,9,12,150,13.6,
320,David Montgomery,RB,CHI,41,52,37,36,0,0,0,0,53,bye,56,59,53,52,51,58,45,593,49.4,
321,Marquise Goodwin,WR,CHI,26,31,10,29,24,29,35,30,32,bye,42,32,0,0,0,23,24,367,28.2,
322,Jimmy Graham,TE,CHI,14,0,7,0,0,0,0,0,18,bye,12,14,21,12,19,21,17,155,15.5,
323,Cole Kmet,TE,CHI,51,47,43,57,51,48,59,63,48,bye,53,60,55,46,69,71,53,874,54.6,
324,Damiere Byrd,WR,CHI,36,0,0,0,0,15,20,0,0,bye,37,53,65,36,66,62,29,419,41.9,
325,Allen Robinson,WR,CHI,63,52,40,40,53,56,62,56,48,bye,0,0,0,48,0,0,46,564,51.3,
326,Darnell Mooney,WR,CHI,69,58,44,41,49,57,57,54,50,bye,54,61,72,57,70,63,56,912,57.0,
327,Nsimba Webster,WR,CHI,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,1,0,0,1,0.2,
328,Khalil Herbert,RB,CHI,1,0,2,7,34,54,51,59,10,bye,7,10,22,5,17,8,9,296,19.7,
329,Marcus Mariota,QB,LV,1,0,0,0,0,0,1,bye,1,0,0,2,0,0,4,0,5,14,2.3,
330,Josh Jacobs,RB,LV,45,0,0,36,46,36,24,bye,34,31,31,57,50,47,45,48,38,568,40.6,
331,Kenyan Drake,RB,LV,41,47,36,20,12,12,26,bye,31,17,15,16,7,0,0,0,0,280,23.3,
332,Derek Carr,QB,LV,86,66,83,57,63,56,66,bye,68,54,47,86,59,63,68,69,61,1052,65.8,
333,Hunter Renfrow,WR,LV,47,29,43,38,50,32,36,bye,45,39,34,64,54,59,54,40,43,707,44.2,
334,Henry Ruggs,WR,LV,56,44,48,46,56,37,47,bye,0,0,0,0,0,0,0,0,0,334,47.7,
335,Darren Waller,TE,LV,81,61,66,53,64,46,0,bye,61,49,44,21,0,0,0,0,0,546,54.6,
336,Zay Jones,WR,LV,20,0,22,8,12,0,12,bye,66,46,34,60,51,53,59,52,48,543,38.8,
337,Willie Snead,WR,Multi,2,4,0,5,6,6,0,0,17,0,0,0,0,0,1,0,0,41,5.9,
338,Bryan Edwards,WR,LV,57,49,63,51,51,43,59,bye,64,43,39,63,40,39,48,0,46,755,50.3,
339,Alec Ingold,RB,LV,23,17,28,0,0,15,17,bye,14,2,0,0,0,0,0,0,0,116,16.6,
340,Ty'Son Williams,RB,BAL,35,37,29,0,14,0,21,bye,18,0,0,2,0,0,0,0,0,156,22.3,
341,Trenton Cannon,RB,Multi,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.1,
342,Latavius Murray,RB,BAL,21,27,19,45,36,26,0,bye,0,0,30,36,14,20,29,17,19,339,26.1,
343,Lamar Jackson,QB,BAL,68,76,58,73,73,65,61,bye,98,73,0,81,74,10,0,0,0,810,67.5,
344,Marquise Brown,WR,BAL,47,55,39,45,66,51,63,bye,80,55,0,61,64,70,62,54,54,866,57.7,
345,Sammy Watkins,WR,BAL,56,70,46,53,20,0,0,bye,0,23,60,35,34,23,0,0,0,420,42.0,
346,Patrick Ricard,RB,BAL,41,48,29,51,0,0,0,bye,61,0,48,60,38,0,0,0,0,376,47.0,
347,Josh Oliver,TE,BAL,5,12,11,14,12,19,19,bye,0,10,0,0,8,9,0,0,0,119,11.9,
348,Mark Andrews,TE,BAL,55,57,46,46,56,37,50,bye,77,57,58,55,50,65,56,47,58,870,54.4,
349,Devin Duvernay,WR,BAL,39,37,33,33,64,34,36,bye,41,44,44,35,44,49,22,0,30,585,39.0,
350,Eric Tomlinson,TE,BAL,19,0,0,0,0,0,0,bye,34,0,12,27,25,0,0,12,0,129,21.5,
351,Ricky Seals-Jones,TE,WAS,0,7,0,62,82,59,72,70,bye,33,0,0,0,31,33,27,13,489,44.5,
352,John Bates,TE,WAS,0,1,1,0,0,13,0,15,bye,47,66,48,38,48,34,45,58,414,34.5,
353,Luke Farrell,TE,JAC,0,36,17,16,8,17,bye,18,29,0,0,0,0,0,0,0,34,175,21.9,
354,Laquon Treadwell,WR,JAC,0,9,0,0,0,7,bye,0,19,23,33,63,55,44,68,64,38,423,38.5,
355,Kendall Hinton,WR,DEN,0,5,0,26,39,51,24,2,22,0,bye,4,14,0,11,0,36,234,21.3,
356,Adam Shaheen,TE,MIA,0,20,28,20,21,0,51,41,36,38,46,0,0,bye,0,0,0,301,33.4,
357,Cethan Carter,TE,MIA,0,16,0,1,0,4,0,0,4,0,0,0,0,bye,0,0,0,25,3.6,
358,Preston Williams,WR,MIA,0,22,0,0,40,0,30,0,0,18,25,23,0,bye,0,0,0,158,26.3,
359,Mitchell Trubisky,QB,BUF,0,2,8,9,0,0,bye,0,0,0,6,0,0,0,0,0,0,25,6.3,
360,Reggie Gilliam,RB,BUF,0,14,11,18,0,4,bye,0,0,22,7,0,0,0,0,9,0,85,12.1,
361,Zack Moss,RB,BUF,0,18,44,40,42,42,bye,47,19,28,16,0,24,0,0,26,16,362,30.2,
362,Jake Kumerow,WR,BUF,0,5,0,12,0,1,bye,0,0,0,0,0,0,5,0,16,13,52,8.7,
363,Taiwan Jones,RB,BUF,0,0,0,0,0,0,bye,1,0,0,0,0,0,0,0,0,0,1,0.2,
364,Rashard Higgins,WR,CLE,0,43,40,41,34,37,42,33,0,26,53,0,bye,0,44,44,41,478,39.8,
365,Davis Mills,QB,HOU,0,35,55,47,59,75,56,61,0,bye,0,0,23,81,59,68,67,686,57.2,
366,Chris Evans,RB,CIN,0,2,5,0,7,16,0,0,3,bye,10,9,0,0,0,3,0,55,6.9,
367,Stanley Morgan,WR,CIN,0,0,0,0,0,0,0,0,14,bye,12,22,5,13,0,15,7,88,8.8,
368,Greg Ward,WR,PHI,0,21,16,22,11,0,0,32,1,0,0,7,0,bye,22,0,13,145,16.1,
369,Jack Stoll,TE,PHI,0,6,0,0,0,0,0,42,0,42,17,0,0,bye,38,26,0,171,28.5,
370,Trey Sermon,RB,SF,0,1,41,39,2,bye,0,0,0,0,24,0,0,0,0,0,0,107,17.8,
371,Jauan Jennings,WR,SF,0,6,0,8,0,bye,9,7,0,32,33,26,29,47,25,27,30,279,23.3,
372,Brandon Zylstra,WR,CAR,0,14,19,13,11,36,0,0,0,33,24,28,bye,36,54,0,3,271,24.6,
373,Giovanni Ricci,TE,CAR,0,15,0,0,11,0,0,16,0,28,0,4,bye,0,5,6,9,94,11.8,
374,Lil'Jordan Humphrey,WR,NO,0,24,0,0,0,bye,13,0,0,0,16,27,30,0,0,28,37,175,25.0,
375,Alex Armah,RB,Multi,0,2,7,3,0,0,10,9,10,0,3,0,0,0,2,0,0,46,5.8,
376,Dwayne Washington,RB,NO,0,0,0,5,0,bye,0,0,0,4,4,0,0,0,0,0,0,13,1.6,
377,Marlon Mack,RB,IND,0,13,0,22,10,9,4,1,0,0,0,0,0,bye,0,0,0,59,9.8,
378,Jacob Eason,QB,IND,0,5,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,5,5.0,
379,Tutu Atwell,WR,LAR,0,0,0,0,0,7,0,0,0,0,bye,0,0,0,0,0,0,7,1.2,
380,Peyton Barber,RB,LV,0,19,47,1,0,0,0,bye,0,0,1,0,5,7,13,12,11,116,12.9,
381,Foster Moreau,TE,LV,0,38,47,0,15,25,66,bye,22,21,17,77,50,62,69,65,62,636,45.4,
382,Derek Carrier,TE,LV,0,11,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,11,11.0,
383,J.J. Taylor,RB,NE,0,5,10,4,0,0,20,0,0,13,0,0,0,bye,0,0,0,52,10.4,
384,Matthew Slater,WR,NE,0,0,0,1,0,0,0,1,3,2,2,0,2,bye,0,0,1,12,1.3,
385,Andy Isabella,WR,ARI,0,0,0,0,0,0,0,0,7,0,0,bye,0,0,12,0,0,19,6.3,
386,Ben Ellefson,TE,MIN,0,16,0,0,14,0,bye,0,0,0,0,0,0,0,0,0,0,30,15.0,
387,Blaine Gabbert,QB,TB,0,3,0,0,12,0,8,0,bye,0,9,0,0,0,0,3,0,35,7.0,
388,Cameron Brate,TE,TB,0,21,33,50,28,44,40,37,bye,30,35,17,13,21,20,31,21,441,29.4,
389,O.J. Howard,TE,TB,0,11,14,51,44,49,37,28,bye,28,20,0,0,0,10,24,0,316,28.7,
390,Scotty Miller,WR,TB,0,12,32,0,0,0,0,0,bye,0,0,4,0,0,58,3,0,109,21.8,
391,Christian Blake,WR,ATL,0,13,0,3,16,bye,0,0,3,17,0,0,0,0,7,12,26,97,10.8,
392,Olamide Zaccheaus,WR,ATL,0,42,43,61,66,bye,12,21,29,23,25,30,43,0,37,40,51,523,37.4,
393,Lee Smith,TE,ATL,0,13,26,0,34,bye,26,18,0,0,22,29,16,34,13,0,0,231,23.1,
394,Parker Hesse,TE,ATL,0,6,0,0,0,bye,0,0,0,0,11,23,0,0,0,0,37,77,19.3,
395,Tajae Sharpe,WR,ATL,0,13,15,21,63,bye,14,36,47,31,37,46,54,52,33,0,0,462,35.5,
396,Josh Rosen,QB,ATL,0,6,0,0,0,bye,0,0,0,15,3,0,0,0,0,0,0,24,8.0,
397,Alex Collins,RB,SEA,0,6,14,22,46,39,22,27,bye,30,18,19,0,14,0,0,0,257,23.4,
398,MyCole Pruitt,TE,TEN,0,55,37,28,38,16,37,35,27,23,0,27,bye,33,27,27,0,410,31.5,
399,Tommy Hudson,TE,TEN,0,21,21,18,0,0,0,0,0,0,5,0,bye,0,0,0,0,65,16.3,
400,Josh Reynolds,WR,Multi,0,11,0,78,18,0,30,0,0,0,43,43,60,44,41,53,0,421,42.1,
401,Racey McMath,WR,TEN,0,1,17,0,0,0,0,0,0,0,0,0,bye,10,22,10,0,60,12.0,
402,Devonta Freeman,RB,BAL,0,10,9,6,20,21,29,bye,57,42,47,40,51,49,39,33,48,501,33.4,
403,Jerick McKinnon,RB,KC,0,4,0,8,27,23,22,0,20,20,0,bye,0,0,0,0,0,124,15.5,
404,Jody Fortson,WR,KC,0,2,6,15,0,10,0,0,0,0,0,bye,0,0,0,0,0,33,8.3,
405,Equanimeous St.,WR,GB,0,6,0,11,12,12,12,67,0,0,21,26,bye,5,0,48,18,238,21.6,
406,Anthony Miller,WR,Multi,0,0,35,35,0,0,0,0,0,0,0,25,0,0,0,0,0,95,31.7,
407,Chris Moore,WR,HOU,0,0,2,0,37,49,0,15,16,bye,16,11,0,0,0,31,0,177,19.7,
408,Royce Freeman,RB,Multi,0,0,11,12,14,23,29,11,0,0,0,0,22,44,9,24,15,214,19.5,
409,Case Keenum,QB,CLE,0,0,5,0,0,4,71,0,0,23,0,0,bye,0,0,0,0,103,25.8,
410,Odell Beckham,WR,Multi,0,0,52,62,58,32,43,43,0,15,0,61,36,42,50,64,57,615,47.3,
411,D'Ernest Johnson,RB,CLE,0,0,5,0,0,12,49,18,16,52,26,0,bye,14,18,26,39,275,22.9,
412,Jesse James,TE,CHI,0,0,1,0,0,0,26,38,0,bye,0,23,0,0,0,0,28,116,23.2,
413,Phillip Dorsett,WR,Multi,0,0,7,0,0,7,0,0,0,0,0,0,0,39,15,23,0,91,18.2,
414,Jacob Hollister,TE,JAC,0,0,46,11,15,5,bye,0,0,0,0,0,0,0,20,36,0,133,22.2,
415,Noah Gray,TE,KC,0,0,11,18,0,0,22,0,0,25,18,bye,0,0,0,50,10,154,22.0,
416,Tommy Sweeney,TE,BUF,0,0,14,0,10,11,bye,60,58,0,13,0,0,0,22,0,0,188,26.9,
417,Cameron Batson,WR,TEN,0,0,27,25,10,0,0,0,0,0,0,0,bye,0,0,0,0,62,15.5,
418,Tory Carter,RB,TEN,0,0,3,0,0,0,0,8,0,9,9,20,bye,0,0,0,0,49,9.8,
419,Cody White,WR,PIT,0,0,9,0,16,0,bye,0,2,12,0,0,1,0,0,28,0,68,11.3,
420,Auden Tate,WR,CIN,0,0,27,20,13,24,0,0,0,bye,0,0,0,0,0,0,0,84,21.0,
421,Drew Sample,TE,CIN,0,0,21,0,21,39,0,0,38,bye,37,0,0,18,16,32,23,245,27.2,
422,Kenny Stills,WR,NO,0,0,29,17,40,bye,32,0,25,0,0,0,11,0,0,17,0,171,24.4,
423,Collin Johnson,WR,NYG,0,0,34,5,30,43,21,24,0,bye,7,0,0,0,7,0,0,171,21.4,
424,Evan Engram,TE,NYG,0,0,39,43,50,55,44,47,46,bye,52,54,53,51,55,59,36,684,48.9,
425,Cullen Gillaspia,RB,NYG,0,0,1,0,0,0,1,0,0,bye,0,0,0,0,0,0,0,2,0.7,
426,KhaDarel Hodge,WR,DET,0,0,5,8,44,52,33,16,bye,4,0,3,7,8,0,8,48,236,19.7,
427,James Proche,WR,BAL,0,0,13,24,50,5,16,bye,0,0,0,0,0,0,16,28,0,152,21.7,
428,Will Fuller,WR,MIA,0,0,51,14,0,0,0,0,0,0,0,0,0,bye,0,0,0,65,32.5,
429,Damarea Crockett,RB,DEN,0,0,4,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,4,4.0,
430,Keelan Cole,WR,NYJ,0,0,27,36,31,bye,26,55,38,32,13,64,0,55,43,43,50,513,39.5,
431,Ben Skowronek,WR,LAR,0,0,2,0,0,11,1,20,0,42,bye,0,16,14,21,4,27,158,14.4,
432,Jaelon Darden,WR,TB,0,0,3,0,0,0,13,9,bye,4,8,0,0,3,41,0,0,81,10.1,
433,Josiah Deguara,TE,GB,0,0,17,24,0,15,11,16,15,25,27,35,bye,37,35,33,30,320,24.6,
434,Noah Brown,WR,DAL,0,0,22,21,23,18,bye,13,25,28,43,69,12,0,0,0,0,274,27.4,
435,Nick Ralston,RB,DAL,0,0,1,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,1,1.0,
436,Trenton Irwin,WR,CIN,0,0,0,16,0,11,3,0,0,bye,0,0,5,0,0,0,0,35,8.8,
437,Tavon Austin,WR,JAC,0,0,0,41,24,17,bye,28,0,14,12,13,16,26,16,43,31,281,23.4,
438,Garrett Griffin,TE,NO,0,0,0,17,17,bye,0,27,0,0,10,0,32,0,0,0,0,103,20.6,
439,John Ross,WR,NYG,0,0,0,28,41,32,37,16,0,bye,11,11,21,11,0,0,0,208,23.1,
440,Jeremy Sprinkle,TE,DAL,0,0,0,14,0,8,bye,0,0,0,0,0,0,0,17,17,0,56,11.2,
441,Rodney Smith,RB,CAR,0,0,0,26,0,0,0,0,0,0,0,0,bye,0,0,0,0,26,26.0,
442,Colin Thompson,TE,CAR,0,0,0,12,0,0,4,0,9,0,0,0,bye,0,0,0,0,25,8.3,
443,Kylen Granson,TE,IND,0,0,0,30,8,0,5,10,4,12,24,9,30,bye,0,32,0,164,16.4,
444,Jamison Crowder,WR,NYJ,0,0,0,38,34,bye,52,51,61,64,41,33,46,60,51,0,0,531,48.3,
445,Trevon Wesco,TE,NYJ,0,0,0,18,24,bye,16,0,15,8,0,21,0,0,14,22,0,138,17.3,
446,J.P. Holtz,TE,CHI,0,0,0,11,0,0,0,6,0,bye,0,5,0,2,0,13,0,37,7.4,
447,Feleipe Franks,QB,ATL,0,0,0,1,0,bye,0,0,2,1,1,0,0,0,0,0,0,5,1.0,
448,Wayne Gallman,RB,Multi,0,0,0,10,3,0,3,0,0,23,2,5,0,0,0,0,0,46,6.6,
449,Curtis Samuel,WR,WAS,0,0,0,25,5,0,0,0,bye,0,0,20,20,14,0,0,0,84,16.8,
450,Buddy Howell,RB,LAR,0,0,0,0,0,0,0,6,0,0,bye,0,0,0,0,0,0,6,1.2,
451,Colt McCoy,QB,ARI,0,0,0,2,0,7,5,0,68,33,83,bye,0,0,11,0,0,209,29.9,
452,Jacques Patrick,RB,SF,0,0,0,6,0,bye,0,0,0,0,0,0,0,0,0,0,0,6,6.0,
453,Ross Dwelley,TE,SF,0,0,0,8,59,bye,27,0,0,9,0,0,0,0,0,0,0,103,25.8,
454,Drew Lock,QB,DEN,0,0,0,30,0,0,0,0,0,0,bye,19,0,0,32,42,57,180,36.0,
455,Le'Veon Bell,RB,Multi,0,0,0,20,0,22,22,0,23,31,0,0,0,0,0,3,26,147,21.0,
456,Tylan Wallace,WR,BAL,0,0,0,1,3,2,2,bye,0,0,0,3,1,0,14,27,0,53,5.9,
457,N'Keal Harry,WR,NE,0,0,0,15,22,0,30,27,0,35,26,0,25,bye,36,61,0,277,30.8,
458,Jakob Johnson,RB,NE,0,0,0,16,0,0,28,22,0,0,26,0,0,bye,10,16,25,143,20.4,
459,Codey McElroy,TE,TB,0,0,0,4,12,0,0,0,bye,0,0,0,0,0,0,0,0,16,8.0,
460,Geno Smith,QB,SEA,0,0,0,0,25,65,56,57,bye,0,0,0,0,0,0,0,0,203,50.8,
461,Colby Parkinson,TE,SEA,0,0,0,0,35,0,0,0,bye,0,4,0,0,0,1,22,20,82,16.4,
462,Antony Auclair,TE,HOU,0,0,0,0,20,0,0,0,36,bye,0,0,0,22,0,0,0,78,26.0,
463,Isaiah Ford,WR,MIA,0,0,0,0,3,5,19,8,0,11,0,12,14,bye,19,0,17,108,12.0,
464,Marcus Johnson,WR,TEN,0,0,0,0,48,20,29,48,3,38,14,0,bye,0,0,0,0,200,28.6,
465,Kalen Ballage,RB,PIT,0,0,0,0,10,12,bye,3,7,5,9,8,0,0,0,0,0,54,6.8,
466,David Moore,WR,Multi,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,
467,Tyrie Cleveland,WR,DEN,0,0,0,0,5,10,4,0,0,0,bye,0,0,0,0,0,0,19,4.8,
